time,gm_tas
185001,286.2107238094104
185002,286.3498695767234
185003,286.9800492768829
185004,288.00879605311366
185005,289.0441619596125
185006,289.77100150192143
185007,290.0233789860954
185008,289.8137092387466
185009,289.1466206308027
185010,288.12059997662755
185011,287.1231848937292
185012,286.51415358938743
185101,286.0170119540575
185102,286.37216590720834
185103,286.88735287845094
185104,287.97952924394303
185105,288.97275022796975
185106,289.67766009172556
185107,290.2657676870514
185108,290.0344241847023
185109,289.2793613197953
185110,288.0353794169182
185111,287.0191369190762
185112,286.57400784534616
185201,286.2374841942777
185202,286.37680334183455
185203,286.9579867497463
185204,287.99029198663953
185205,289.18065070600517
185206,289.94100003566996
185207,290.1188267178813
185208,289.90753012027164
185209,289.3192763579035
185210,288.2682841054335
185211,287.240905369853
185212,286.61966395889704
185301,286.2736363569721
185302,286.2464342190792
185303,287.15617977252396
185304,288.0513130784011
185305,288.99379577512445
185306,289.699948239789
185307,289.9108797578218
185308,289.8313895521404
185309,289.1821600963277
185310,288.0904754216691
185311,287.13846400476336
185312,286.45130539668224
185401,285.96925066934284
185402,286.39531733931244
185403,286.92516751564574
185404,288.0995386563435
185405,289.0689702961603
185406,289.9669610078063
185407,290.2199909061702
185408,289.99002153569916
185409,289.3791799617404
185410,288.25405053411964
185411,287.2070576471277
185412,286.59855798195315
185501,286.31941342801906
185502,286.2818312841171
185503,287.04976624403446
185504,288.02552448905766
185505,289.1148637238915
185506,289.76405243101976
185507,290.01592022801333
185508,289.86598501995275
185509,289.3876682102333
185510,288.23890752767545
185511,287.2296023728436
185512,286.3614487158187
185601,286.12800234984786
185602,286.4189007818339
185603,287.15631611627475
185604,288.15856348701277
185605,289.03879574405573
185606,289.7686047747287
185607,290.0994278301928
185608,289.9889432658501
185609,289.37700255069376
185610,288.3467307569308
185611,287.247739546613
185612,286.2805267336388
185701,286.2605871706959
185702,286.45818683205505
185703,286.9935987794318
185704,288.12496826668007
185705,288.9903497551861
185706,289.87125999187737
185707,290.1561916414896
185708,289.9701404682173
185709,289.38071126878026
185710,288.31705979869827
185711,287.22881925194906
185712,286.5373961267322
185801,286.059100679089
185802,286.4069792360265
185803,286.8988916462466
185804,288.26555522488854
185805,289.14001125273626
185806,289.8369905731123
185807,290.126842239802
185808,290.1111992648037
185809,289.3130483146506
185810,288.35934027924367
185811,287.4139820592235
185812,286.4633519939192
185901,286.0288144904015
185902,286.21553719320434
185903,287.01529327832753
185904,288.0877298845961
185905,289.03071605174216
185906,289.73846066459066
185907,290.1012022174993
185908,290.1124553176172
185909,289.4469546875879
185910,288.3465365388375
185911,287.2497523337272
185912,286.4710245376077
186001,286.0549858757512
186002,286.41531424372533
186003,286.93025664836034
186004,288.1062256832502
186005,289.21414670242933
186006,289.75752891142986
186007,290.1357659379064
186008,290.0149881188731
186009,289.28835731727776
186010,288.26133572862716
186011,287.30995594102774
186012,286.6228532575716
186101,286.39084237353836
186102,286.55505424320165
186103,287.49490564811356
186104,288.3413586634767
186105,289.13936933420973
186106,289.82599189548154
186107,290.0190382646854
186108,289.8950808796791
186109,289.38680656829297
186110,288.3578768067488
186111,287.12591410551687
186112,286.4832369668849
186201,286.23921475447844
186202,286.4841397829281
186203,286.98362281024833
186204,288.050285547598
186205,288.98396195725496
186206,289.65142769246825
186207,290.00650014769803
186208,289.8733159636282
186209,289.1535536434575
186210,288.1509508011553
186211,287.3192429677381
186212,286.44861629024706
186301,286.23070475284163
186302,286.31657937801623
186303,286.79349316536803
186304,288.05446660794405
186305,288.97056794134545
186306,289.77724382144845
186307,289.9720323934796
186308,289.85462898361004
186309,289.161574071019
186310,288.32091686536876
186311,287.25410142473294
186312,286.2803211154628
186401,286.1139156547191
186402,286.279595919511
186403,287.162604971199
186404,288.2175604242402
186405,289.0446083034994
186406,289.6931693595603
186407,290.0672700143545
186408,289.92130177946547
186409,289.0017441324454
186410,287.9689737719714
186411,286.95838630607506
186412,286.17337226867807
186501,285.9682378342082
186502,286.3537738099611
186503,286.86003744041034
186504,287.82150346545404
186505,288.89266456926333
186506,289.79005391729936
186507,289.8937842355758
186508,289.8474857406872
186509,289.23146879300225
186510,288.1714608350898
186511,286.9347858378292
186512,286.53023778718284
186601,285.8576714931047
186602,286.1780291795268
186603,287.1784992393325
186604,287.98169247451756
186605,288.9385371314221
186606,289.5310129268079
186607,289.78283492988635
186608,289.78928921147184
186609,289.0972798365942
186610,288.0483192450651
186611,286.83228632629886
186612,286.1451585366322
186701,285.8691940682006
186702,286.201107225902
186703,286.90603988011554
186704,287.9509899771766
186705,289.05364929924053
186706,289.62767126274434
186707,289.96559913800877
186708,289.77449736636214
186709,289.0660482708529
186710,288.0236297345128
186711,286.91981330825956
186712,286.10068424548115
186801,285.88975046808747
186802,286.25453086855896
186803,286.79706748608805
186804,287.89927930498493
186805,288.90450018828653
186806,289.6699642401753
186807,290.01200494995203
186808,289.85065246047526
186809,289.183163865437
186810,288.1586616980831
186811,287.1240825309785
186812,286.47576667974073
186901,286.0453053082505
186902,286.37995231054924
186903,286.8953363646009
186904,288.08850763610565
186905,289.0452215910183
186906,289.7348539993198
186907,290.02087802158815
186908,289.87718645989867
186909,289.07426535639604
186910,288.1866459062834
186911,287.0434052453636
186912,286.04172933633754
187001,285.82436365861463
187002,286.16038295515204
187003,287.02317509209445
187004,287.91950443502986
187005,289.1767270492078
187006,289.8072357769583
187007,290.25869567112795
187008,289.93195943298815
187009,289.3128912986391
187010,288.3866864401399
187011,287.17585096956924
187012,286.3710438810283
