time,gm_tas
185001,284.4477414505513
185002,284.78659519743553
185003,285.2494539617464
185004,286.49447294212433
185005,287.30373858712943
185006,288.0723238467669
185007,288.47682676983896
185008,288.2459709249664
185009,287.51239877018406
185010,286.4121620168289
185011,285.4941524720656
185012,284.89355719831667
185101,284.5922304711373
185102,284.62644730577347
185103,285.412700846772
185104,286.53548205097303
185105,287.3636987060053
185106,288.073757486639
185107,288.3135263868919
185108,288.1571389121307
185109,287.57343075265067
185110,286.4484022682044
185111,285.56130284751646
185112,284.8227131441838
185201,284.5549968326477
185202,284.70815578727934
185203,285.43496904732535
185204,286.64352513857193
185205,287.4203257832786
185206,288.19664476834316
185207,288.5133608344854
185208,288.48065660236216
185209,287.4889635763543
185210,286.7067561549331
185211,285.605380440306
185212,284.8096827691279
185301,284.5174522496951
185302,284.76361351813176
185303,285.4715819798563
185304,286.43492156149773
185305,287.46758624312156
185306,288.16681523594855
185307,288.5489750006009
185308,288.27618105621184
185309,287.4498592359098
185310,286.56108910118206
185311,285.6766681750057
185312,284.9095534675961
185401,284.6644887568762
185402,284.75646523823673
185403,285.35266307788027
185404,286.44627373800347
185405,287.44875813183074
185406,288.20463302185897
185407,288.49159129722364
185408,288.3871456930753
185409,287.6091834087048
185410,286.4887731751098
185411,285.4190870855278
185412,284.6711975568762
185501,284.46750262666114
185502,284.59284904771044
185503,285.16058076434143
185504,286.4394279394063
185505,287.34649073075695
185506,288.1648328314054
185507,288.50615169460366
185508,288.1963060469691
185509,287.6958042607885
185510,286.64948498773197
185511,285.75809449854927
185512,284.85630389217147
185601,284.4803219669339
185602,284.3325732105043
185603,285.4465734513773
185604,286.5537879680345
185605,287.50267214446274
185606,288.19035615396115
185607,288.50993054809476
185608,288.22361812140315
185609,287.5086733367686
185610,286.4407531785301
185611,285.6098111919582
185612,284.85948978262445
185701,284.4747110869434
185702,284.85838379848053
185703,285.4229959363025
185704,286.2815477985917
185705,287.4994122387955
185706,288.08377012647554
185707,288.61241294514105
185708,288.30394789159993
185709,287.53203992187946
185710,286.5553776321776
185711,285.81351123920103
185712,285.03633734636355
185801,284.82144824869874
185802,285.00156912349246
185803,285.5995947124516
185804,286.5753104151545
185805,287.52210169748344
185806,288.33371793468245
185807,288.53073971171136
185808,288.35187174193305
185809,287.5837584703161
185810,286.6129686235699
185811,285.5874983048292
185812,284.9830171867844
185901,284.6460663450251
185902,284.66937739464197
185903,285.36527916319346
185904,286.53114106063526
185905,287.4166483735442
185906,288.2941487220579
185907,288.71553399561117
185908,288.46545239315964
185909,287.7706373973996
185910,286.8170138008104
185911,285.79802860739926
185912,285.07760919253053
186001,284.76182424064655
186002,284.9491841243416
186003,285.33975714691576
186004,286.6131662671683
186005,287.6553558991291
186006,288.41477061522994
186007,288.7149416858573
186008,288.3829848917209
186009,287.715676639003
186010,286.6331858626507
186011,285.67838756553965
186012,284.91035856174324
186101,284.55330387199785
186102,284.6825913143892
186103,285.3103861771005
186104,286.41809020275485
186105,287.5646741493234
186106,288.30211937579725
186107,288.52901884761536
186108,288.4027824658622
186109,287.7336570494637
186110,286.7342089621443
186111,285.6422204677601
186112,284.82501816539565
186201,284.4315898619369
186202,284.60500098296825
186203,285.27291721491673
186204,286.3891315785156
186205,287.28195226141975
186206,288.0402868296385
186207,288.2152781303982
186208,288.21998137611206
186209,287.69218268658426
186210,286.58062554900414
186211,285.4804203393645
186212,284.94058414503064
186301,284.46154413807255
186302,284.7061592518329
186303,285.3395450154551
186304,286.49041755903716
186305,287.4206197506818
186306,288.1424480748755
186307,288.37085705843043
186308,288.0993552943417
186309,287.58613649886865
186310,286.555910504704
186311,285.58034315481615
186312,284.9280881228998
186401,284.66620866357937
186402,284.83953065558205
186403,285.3352389222297
186404,286.5344280907319
186405,287.3285873973306
186406,288.0664922005097
186407,288.3862187588653
186408,288.2683916037273
186409,287.6083088464758
186410,286.5936882424637
186411,285.5245461311989
186412,284.8761167362019
186501,284.77086059219687
186502,284.8029565893658
186503,285.4180554971193
186504,286.4237244913287
186505,287.47222624832705
186506,288.1578607455846
186507,288.49218219151317
186508,288.38108825388986
186509,287.5965737784903
186510,286.8375784678024
186511,285.7333995626045
186512,285.07453838748427
186601,284.7465190791995
186602,285.02600151110903
186603,285.608142956637
186604,286.52558963340056
186605,287.4167834577711
186606,288.2657907429063
186607,288.70575637937395
186608,288.25831905377885
186609,287.6964288782343
186610,286.4757304787391
186611,285.6537689696488
186612,284.8913811721006
186701,284.60091480115705
186702,285.0687923088842
186703,285.2618601577966
186704,286.58651421192826
186705,287.4633926934406
186706,288.05019967115265
186707,288.5778667498481
186708,288.4215787752539
186709,287.6744310517356
186710,286.7361095665922
186711,285.9502382377859
186712,285.23148580153554
186801,284.5460673257419
186802,284.7283968856865
186803,285.40566090267987
186804,286.5017793505393
186805,287.4679285099011
186806,288.4033969017145
186807,288.4137349774558
186808,288.20945173922917
186809,287.62649463142174
186810,286.6223053325541
186811,285.5658551333546
186812,284.94898918166723
186901,284.5224928231536
186902,284.64804205278296
186903,285.214594815959
186904,286.37535253594933
186905,287.3990365592419
186906,288.1569180890266
186907,288.52772301270835
186908,288.3584897754054
186909,287.71819884930136
186910,286.63868023087707
186911,285.5535864733008
186912,284.91383667442676
187001,284.4577445721462
187002,284.6012004151869
187003,285.57364268707556
187004,286.3466422737564
187005,287.4636389755217
187006,288.32466920955244
187007,288.7115512662738
187008,288.4539447580388
187009,287.7234479559289
187010,286.75537310362165
187011,285.7052219181852
187012,285.03566404078913
187101,284.83636414483016
187102,285.09820823020425
187103,285.58407643096814
187104,286.42906116756205
187105,287.5233034946417
187106,288.1915423318087
187107,288.554877870801
187108,288.2314884370127
187109,287.50979666577985
187110,286.57168880620117
