,model,run,lin_grad,r,p,mean_omm,resid_grad,ks_stat,ks_pval
102,IPSL-CM6A-LR,r5i1p1f1_gn,0.6395025928134394,0.9556587355235748,1.2568571207292238e-19,0.19217083711354274,0.041758668447821896,0.1111111111111111,0.9821553096666891
103,IPSL-CM6A-LR,r6i1p1f1_gn,0.5161317114395831,0.9440409272152261,6.002696451606066e-18,-1.5971809418192011,0.16512954982167816,0.3333333333333333,0.03593229829749474
104,IPSL-CM6A-LR,r7i1p1f1_gn,0.7680858471755663,0.9618995522815094,1.0005179093449155e-20,1.4748308692186576,-0.08682458591430499,0.2777777777777778,0.12469435207968083
105,IPSL-CM6A-LR,r8i1p1f1_gn,0.5670263500977667,0.9664368424776159,1.2000891061914172e-21,0.025718732059945706,0.11423491116349452,0.16666666666666666,0.706866891160545
106,IPSL-CM6A-LR,r9i1p1f1_gn,0.45118889686683894,0.9423317646071517,9.879062866028264e-18,-3.706005930853271,0.23007236439442236,0.3611111111111111,0.01759952462994868
107,IPSL-CM6A-LR-INCA,r1i1p1f1_gn,1.3322421952314973,0.9737756350950995,1.9139896903357862e-23,10.667922218274027,-0.650980933970236,0.5,0.00018725837572722094
108,MCM-UA-1-0,r1i1p1f1_gn,0.6393523405187379,0.9577778641376676,5.556784815256777e-20,-0.9672744704144365,0.04190892074252339,0.1111111111111111,0.9821553096666891
109,MIROC6,r1i1p1f1_gm,0.3730309875967266,0.9122605714540464,9.797147727726235e-15,-3.0505197635482255,0.30823027366453465,0.4444444444444444,0.0014103512403408932
110,MPI-ESM-1-2-HAM,r1i1p1f1_gn,0.7872635181729551,0.9699709879282359,1.8599805841667555e-22,2.1995377209924487,-0.10600225691169389,0.25,0.2122866675915156
111,MPI-ESM1-2-HR,r1i1p1f1_gn,0.9055089960840832,0.9769544572568669,2.180121060120088e-24,3.4767413719305886,-0.22424773482282187,0.3611111111111111,0.01759952462994868
112,MPI-ESM1-2-LR,r1i1p1f1_gn,0.6715128189118212,0.9584939707493725,4.177584529702992e-20,1.611099961778472,0.00974844234944003,0.25,0.2122866675915156
113,MRI-ESM2-0,r1i1p1f1_gm,0.37614729017848714,0.9071447734011046,2.4660435196806205e-14,-3.062957019653056,0.30511397108277405,0.4166666666666667,0.0034922983087209143
114,NESM3,r1i1p1f1_gn,0.01778291703095154,0.10864918780672767,0.5281973243587672,-8.458465744797438,0.6634783442303096,0.7222222222222222,2.4234880752556514e-09
115,NorESM2-LM,r1i1p1f1_gm,0.08722883014912157,0.3644470600058879,0.028867748028965856,-7.412397445856582,0.5940324311121398,0.6111111111111112,1.3505801252157732e-06
116,NorESM2-MM,r1i1p1f1_gm,0.4134566341204379,0.8917331701386466,2.969998310494403e-13,-3.307519545110448,0.26780462714082337,0.3888888888888889,0.008095782390485192
117,SAM0-UNICON,r1i1p1f1_gn,0.4842627689760164,0.9263409200410228,5.592082792143884e-16,-0.8380742544456157,0.19699849228524485,0.2777777777777778,0.12469435207968083
118,UKESM1-0-LL,r10i1p1f2_gn,0.27214434423808737,0.8774916029403153,2.1670770942472206e-12,-4.3199884328104226,0.40911691702317393,0.5833333333333334,5.222243150834323e-06
119,UKESM1-0-LL,r11i1p1f2_gn,0.3776910119765514,0.8975011878924022,1.225799513645176e-13,-2.7543780107819873,0.30357024928470994,0.4444444444444444,0.0014103512403408932
120,UKESM1-0-LL,r12i1p1f2_gn,0.2996514294406776,0.8168016728592644,1.2386554858035818e-09,-4.369012494006803,0.3816098318205837,0.5,0.00018725837572722094
121,UKESM1-0-LL,r13i1p1f2_gn,0.4215627346154269,0.8733748861159345,3.677779999495257e-12,-1.257986721224967,0.2596985266458343,0.3611111111111111,0.01759952462994868
122,UKESM1-0-LL,r16i1p1f2_gn,0.4776664618244503,0.9581773182169301,4.742180667532689e-20,-0.7683306195196674,0.203594799436811,0.19444444444444445,0.5100108838989977
123,UKESM1-0-LL,r17i1p1f2_gn,0.30181920827585756,0.8745331638076783,3.1751809553715558e-12,-1.978283830767589,0.3794420529854038,0.4166666666666667,0.0034922983087209143
124,UKESM1-0-LL,r18i1p1f2_gn,0.2515428800418723,0.7906078938586079,9.669575722549376e-09,-4.223572864253373,0.42971838121938893,0.5555555555555556,1.8604241224847277e-05
125,UKESM1-0-LL,r19i1p1f2_gn,0.44606811748661745,0.929443084806186,2.756889780578296e-16,-1.3640081269400484,0.23519314377464376,0.3333333333333333,0.03593229829749474
126,UKESM1-0-LL,r1i1p1f2_gn,0.2739281366153727,0.8305997779793488,3.664116655203075e-10,-3.8500111533062826,0.40733312464588844,0.5833333333333334,5.222243150834323e-06
127,UKESM1-0-LL,r2i1p1f2_gn,0.3217464830309268,0.8853226444190552,7.504353319106954e-13,-2.9907596897274757,0.35951477823033445,0.5,0.00018725837572722094
128,UKESM1-0-LL,r3i1p1f2_gn,0.42893229123861787,0.9112600998851822,1.1786686678005633e-14,-1.9753132958733874,0.2523289700226435,0.3888888888888889,0.008095782390485192
129,UKESM1-0-LL,r4i1p1f2_gn,0.45405529106906023,0.9355811353165084,6.155155777618078e-17,-1.0982268568069238,0.22720597019220104,0.3333333333333333,0.03593229829749474
130,UKESM1-0-LL,r5i1p1f3_gn,0.2199177390666849,0.8045486004259771,3.3653186281727274e-09,-3.667907474722183,0.46134352219457636,0.5833333333333334,5.222243150834323e-06
131,UKESM1-0-LL,r6i1p1f3_gn,0.3179503142680287,0.8869215299166245,5.986599240476073e-13,-4.030996243111674,0.36331094699323246,0.5833333333333334,5.222243150834323e-06
132,UKESM1-0-LL,r7i1p1f3_gn,0.4977079980698638,0.9133146879646357,8.043805785376201e-15,0.5392427742954262,0.1835532631913974,0.2222222222222222,0.34006567002537286
133,UKESM1-0-LL,r8i1p1f2_gn,0.3930755313605722,0.9173086986710686,3.722444326362412e-15,-1.94791501921321,0.28818572990068914,0.3888888888888889,0.008095782390485192
134,UKESM1-0-LL,r9i1p1f2_gn,0.7811440521072084,0.9721164369200741,5.362459947711457e-23,2.943973052880118,-0.09988279084594708,0.3055555555555556,0.06898879546934714
