,model,scenario,startyr,endyr,Tavg,Tavg_ice,p,ice_sample,risk_averse,Steric,WAIS,EAIS,PEN,GIC,GrIS,AIS,GMSL
595,FGOALS-g3,SSP126,2051,2100,0.5290303134441198,0.5248825542338889,1,100,False,0.0005427109793030561,0.00025373656462585026,-9.842687074829948e-06,-2.1061564625850293e-05,0.0007337933673469381,0.0010211965986394542,0.00022283231292517003,0.0025205332582146187
596,GFDL-ESM4,SSP245,2016,2050,0.6669517599333972,0.5268991256624603,1,100,False,0.0021061842727949412,-5.0444852941176476e-05,-8.630833333333332e-05,-1.2557107843137264e-05,0.0011321500000000002,0.001010677205882353,-0.00014931029411764706,0.004099701184559648
597,INM-CM5-0,SSP245,2051,2100,1.2496407245117211,1.023166554233889,1,100,False,0.0019262797537725192,-0.00029572687074829916,0.0002155926870748299,-0.00015326445578231284,0.0012286299319727886,0.001873147619047618,-0.00023339863945578208,0.004794658665337143
598,MIROC6,SSP585,2016,2050,0.6738777105920235,0.6427076970910318,1,100,False,0.002387359253112769,-2.891936274509804e-05,-9.545980392156865e-05,-4.162132352941177e-05,0.0012978823529411765,0.0011641919117647062,-0.00016600049019607847,0.0046834330276225725
599,MPI-ESM1-2-HR,SSP585,2051,2100,2.3403294780634383,1.9542665542338888,1,100,False,0.004170279576756466,-0.0007512637755102039,0.0002243527210884353,-2.3884353741496585e-05,0.002035840306122448,0.0028671409863945557,-0.0005507954081632651,0.008522465461110205
600,ACCESS-ESM1-5,SSP126,2016,2050,0.8320337002592169,0.8450991256624603,1,101,False,0.0022438315595649,7.756887254901958e-05,-3.308995098039216e-05,-1.2354656862745109e-05,0.0014547566176470591,0.000352128431372549,3.2124264705882315e-05,0.00408284087329039
601,MRI-ESM2-0,SSP126,2051,2100,1.1166319333599404,1.3080385542338888,1,101,False,0.0016125321225596812,-0.001037114795918367,-3.349200680272108e-05,-9.580187074829928e-05,0.00109759319727891,-0.0005324710884353743,-0.0011664086734693875,0.0010112455579338296
602,MRI-ESM2-0,SSP245,2016,2050,0.8586529664375462,0.9137876970910318,1,101,False,0.002406506441253982,-9.050343137254899e-05,-5.242671568627451e-05,5.40196078431366e-07,0.001672779411764706,0.0004175887254901961,-0.00014238995098039213,0.0043544846275284915
603,IPSL-CM6A-LR,SSP245,2051,2100,2.1438501654730544,2.1950385542338893,1,101,False,0.002213413105140022,-0.00016105272108843532,-0.00018949540816326537,4.0593707482993226e-05,0.0013388960884353725,0.0006882619047619041,-0.0003099544217687075,0.003930616676568592
604,HadGEM3-GC31-LL,SSP585,2016,2050,1.4043543788965422,1.1215448399481749,1,101,False,0.00338561583303825,6.400490196078433e-05,-7.143455882352941e-05,-3.2375000000000063e-06,0.00222396887254902,0.0005972497549019607,-1.0667156862745083e-05,0.006196167303626485
605,IPSL-CM6A-LR,SSP585,2051,2100,3.671343722873246,3.884864554233888,1,101,False,0.0040388604919121725,4.0135714285714256e-05,-0.0004924624149659862,-8.883163265306129e-06,0.002673018707482991,0.0018548824829931964,-0.0004612098639455781,0.008105551818442781
606,FGOALS-f3-L,SSP126,2016,2050,0.6693756528384256,0.5075305542338888,1,102,False,0.0019072233951927615,0.00017434093137254906,-4.286666666666671e-05,7.324019607843146e-06,0.0008486142156862745,0.0006029463235294121,0.00013879828431372548,0.0034975822187221736
607,MPI-ESM1-2-HR,SSP126,2051,2100,0.6843871888242461,0.6276265542338888,1,102,False,0.001068552673644686,0.0008828120748299315,-6.421207482993178e-05,0.00025480493197278906,0.0009143270408163264,0.0008079141156462577,0.001073404931972789,0.003864198762080059
608,GFDL-CM4,SSP245,2016,2050,0.8249766143850366,0.6093019828053174,1,102,False,0.002297621665790619,0.00016940759803921572,-8.992377450980396e-05,3.7456617647058826e-05,0.0011632622549019608,0.0007902583333333335,0.00011694044117647059,0.004368082695202384
609,MPI-ESM1-2-LR,SSP245,2051,2100,1.3124393801347765,1.2819205542338887,1,102,False,0.0020175771592079563,0.00012199744897959142,0.0003709331632653061,0.00020702976190476176,0.0013920197278911547,0.0012538561224489787,0.0006999603741496593,0.005363413383697749
610,MPI-ESM1-2-HR,SSP585,2016,2050,0.7005728964523428,0.7497448399481746,1,102,False,0.0016952108705974992,0.00015761102941176468,-4.566274509803924e-05,1.5593627450980402e-05,0.0014997426470588235,0.0008026963235294117,0.00012754191176470584,0.004125191752950441
611,MPI-ESM1-2-LR,SSP585,2051,2100,2.3539196673816227,2.4594885542338893,1,102,False,0.0035124470599014993,4.4338605442176646e-05,-0.0005771729591836733,0.0002623272108843536,0.002185012244897958,0.002360393877551018,-0.000270507142857143,0.007787346039493333
612,MPI-ESM1-2-LR,SSP126,2016,2050,0.4435518377878225,0.6126305542338889,1,103,False,0.0011242750932151557,-0.00013618921568627453,-5.232230392156864e-05,-1.3995098039215663e-06,0.0011453414215686275,0.000856454411764706,-0.00018991102941176474,0.0029361598971367245
613,NESM3,SSP126,2051,2100,1.222691958882706,1.0375225542338888,1,103,False,0.0013624634379527246,0.0004181576530612243,0.0005550549319727891,-7.902891156462584e-05,0.0012456835034013588,0.0010820119047619038,0.0008941836734693876,0.004584342519585375
614,INM-CM4-8,SSP245,2016,2050,0.5813349359816584,0.709490554233889,1,103,False,0.0012334680257156901,1.4228431372549011e-05,-9.262990196078422e-06,-3.8142892156862765e-05,0.0014112455882352942,0.0009706301470588239,-3.3177450980392175e-05,0.003582166310029416
615,MRI-ESM2-0,SSP245,2051,2100,1.7955010330638288,1.7050625542338889,1,103,False,0.003199882333562078,0.0001460198979591836,-0.0004297977891156462,-8.509336734693878e-05,0.0014570955782312912,0.002356091156462584,-0.00036887125850340136,0.006644197809752552
616,MPI-ESM1-2-LR,SSP585,2016,2050,0.6053191235833424,0.832773411376746,1,103,False,0.0014723687466780004,5.155906862745096e-05,-1.3917156862745104e-05,-1.8295343137254904e-05,0.0016526502450980394,0.0010299421568627453,1.9346568627450946e-05,0.0041743077172662355
617,MRI-ESM2-0,SSP585,2051,2100,2.9054030154318866,2.845426554233889,1,103,False,0.005386459949217289,-3.532193877551021e-05,9.085697278911563e-05,2.3436734693877537e-05,0.002388368537414963,0.0029481324829931962,7.897176870748295e-05,0.01080193273833293
618,NorESM2-LM,SSP126,2016,2050,0.4670428801305775,0.529170554233889,1,104,False,0.002182530339771206,2.6633088235294157e-05,6.145490196078431e-05,2.4356862745098034e-05,0.0008455546568627454,0.00027496323529411766,0.00011244485294117649,0.0034154930848692457
619,FGOALS-g3,SSP126,2051,2100,0.5290303134441198,0.7008265542338888,1,104,False,0.0002727569523948925,0.000138637925170068,0.00021440629251700665,0.00026515799319727884,0.0009323090136054412,0.00012274812925170062,0.0006182022108843535,0.0019460163061363876
620,INM-CM5-0,SSP245,2016,2050,0.6037526103974642,0.5556591256624603,1,104,False,0.001579687690873507,-8.087843137254902e-05,-3.168651960784313e-05,5.319656862745099e-05,0.0009750958333333336,0.0001453696078431373,-5.9368382352941156e-05,0.0026407847496970364
621,BCC-CSM2-MR,SSP245,2051,2100,1.6169029031977402,1.1294485542338892,1,104,False,0.0025679321708611353,-0.0003429171768707481,0.0004373882653061223,0.00014791462585034008,0.0007653059523809519,0.0005559906462585032,0.00024238571428571428,0.004131614483786305
622,GFDL-ESM4,SSP585,2016,2050,0.7156126918208656,0.6807791256624602,1,104,False,0.001967641249780897,4.502745098039218e-05,0.00012280318627450978,3.839607843137255e-05,0.0014579578431372553,0.0003387617647058824,0.0002062267156862745,0.003970587573310309
623,MPI-ESM1-2-LR,SSP585,2051,2100,2.3539196673816227,2.0222705542338892,1,104,False,0.004219466742346646,0.0007265999999999999,0.00010220901360544206,0.0001725374149659863,0.0015066743197278895,0.0005248770408163263,0.0010013464285714283,0.00725236453146229
624,MPI-ESM1-2-HR,SSP126,2016,2050,0.4877387425366066,0.699833411376746,1,105,False,0.001015542729211963,0.00010699142156862748,-4.952107843137254e-05,1.0151715686274497e-05,0.0011908443627450982,0.0004882894607843136,6.762205882352945e-05,0.0027622986115649045
625,FIO-ESM-2-0,SSP126,2051,2100,1.0482047733976667,1.022104554233889,1,105,False,0.0009529046848455229,0.00017636054421768686,-0.00016650986394557826,-5.6223809523809484e-05,0.0007879826530612236,0.0009719253401360538,-4.637312925170088e-05,0.0026664395487910994
626,FGOALS-g3,SSP245,2016,2050,0.6052066395519661,0.7105248399481746,1,105,False,0.0012093315788632663,1.3976960784313724e-05,1.033333333333338e-06,-3.242426470588236e-05,0.0013283612745098046,0.0005769169117647062,-1.7413970588235302e-05,0.0030971957945495417
627,NorESM2-LM,SSP245,2051,2100,1.3226935749589568,1.5668065542338894,1,105,False,0.002421843652409399,0.0005309789115646256,-0.00026909846938775496,-3.2297619047618988e-06,0.0014155321428571425,0.0009219387755102039,0.0002586506802721088,0.0050179652510488545
628,FGOALS-f3-L,SSP585,2016,2050,0.8322146242074382,0.8723362685196031,1,105,False,0.0020492135738635945,4.852450980392185e-06,-2.3931617647058842e-05,-5.1561274509804016e-06,0.0017628906862745101,0.0006443926470588238,-2.423529411764706e-05,0.004432261613079282
629,FGOALS-f3-L,SSP585,2051,2100,2.7829819629452004,2.724142554233889,1,105,False,0.003844655869802082,0.0007465105442176869,0.00020633724489795908,-1.104353741496598e-05,0.0020570321428571405,0.0022077154761904754,0.00094180425170068,0.009051207740550378
630,INM-CM4-8,SSP126,2016,2050,0.4655339702136985,0.6911105542338891,1,106,False,0.0009231279750803212,-3.994705882352941e-05,-7.118382352941165e-06,1.2801470588235287e-05,0.0013472549019607847,0.00030992426470588237,-3.426397058823529e-05,0.002546043171158753
631,ACCESS-ESM1-5,SSP126,2051,2100,1.3087303572483695,1.0361225542338888,1,106,False,0.0021744151220951954,4.2981632653061145e-05,-0.0006634204081632651,0.00016827534013605437,0.0010540372448979583,0.0005722552721088434,-0.0004521634353741496,0.003348544203727848
632,CIESM,SSP245,2016,2050,1.007616937178739,0.735853411376746,1,106,False,0.0034427421529096432,-3.0134803921568638e-06,-8.113063725490195e-05,2.760637254901961e-05,0.0012937495098039216,0.0003804159313725491,-5.653774509803921e-05,0.005060369848988075
633,MPI-ESM1-2-LR,SSP245,2051,2100,1.3124393801347765,1.6652085542338892,1,106,False,0.0013977669957539458,-0.00018577874149659855,-0.0007521545918367347,0.00013385629251700675,0.0016724967687074825,0.0008166357142857138,-0.0008040770408163265,0.0030828224379308156
634,HadGEM3-GC31-MM,SSP585,2016,2050,1.2446607632468272,0.9067619828053176,1,106,False,0.003611531789591958,-6.627794117647061e-05,-0.00016254264705882354,3.1113235294117644e-05,0.0018779661764705886,0.0004942480392156863,-0.0001977073529411765,0.005786038652337055
635,MRI-ESM2-0,SSP585,2051,2100,2.9054030154318866,2.9351685542338886,1,106,False,0.005219117990610854,-0.00017815323129251686,4.538775510204192e-06,0.00015266700680272103,0.0022867814625850322,0.0011836071428571414,-2.0947448979591652e-05,0.008668559147073436
636,BCC-CSM2-MR,SSP126,2016,2050,0.6934293709054486,0.6529219828053174,1,107,False,0.0012006334240031182,2.479681372549023e-05,4.2082598039215705e-05,3.5104901960784315e-05,0.0012122303921568627,0.0004409894607843137,0.00010198431372549025,0.002955837590669785
637,MRI-ESM2-0,SSP126,2051,2100,1.1166319333599404,0.9896785542338892,1,107,False,0.0022061781962146535,0.0007951700680272108,0.0001112506802721087,0.00027600391156462585,0.0010192054421768698,-0.00042434608843537424,0.0011824246598639454,0.0039834622098200954
638,GFDL-CM4,SSP245,2016,2050,0.8249766143850366,0.7120162685196032,1,107,False,0.0020952462901496867,8.833921568627451e-05,4.6703921568627444e-05,1.8309313725490197e-05,0.0013559264705882356,0.0004226090686274511,0.00015335245098039213,0.004027134280345765
639,GFDL-CM4,SSP245,2051,2100,1.8816062129430409,1.6548485542338889,1,107,False,0.002688144042351801,0.0005503656462585036,0.0005847785714285713,0.0002843394557823128,0.0016990489795918348,0.0009633773809523805,0.0014194836734693875,0.006770054076365404
640,NorESM2-LM,SSP585,2016,2050,0.6638960521598847,0.859753411376746,1,107,False,0.002364175527100895,0.00011408308823529416,-3.135392156862748e-05,3.607892156862747e-05,0.0017581049019607846,0.0005860688725490197,0.00011880808823529416,0.0048271573898459935
641,BCC-CSM2-MR,SSP585,2051,2100,2.7309033465028847,2.933724554233889,1,107,False,0.0031749355746759703,0.00040832193877551003,0.000773541326530612,0.00011583605442176868,0.0022568163265306107,0.0017982328231292508,0.001297699319727891,0.008527684044063722
642,FGOALS-f3-L,SSP126,2016,2050,0.6693756528384256,0.5781362685196031,1,108,False,0.0017538692438981143,4.399289215686278e-05,-1.4947794117647076e-05,4.248308823529411e-05,0.0010413367647058825,0.000216114705882353,7.152818627450981e-05,0.0030828489007608596
643,FGOALS-f3-L,SSP126,2051,2100,0.9150046309954404,0.676128554233889,1,108,False,0.001180761492122169,0.0004490304421768704,-0.0003512272108843537,0.00023499098639455772,0.000982307312925169,-0.0005360261904761904,0.0003327942176870744,0.001959836832258222
644,CanESM5,SSP245,2016,2050,1.194976259823011,0.6714534113767462,1,108,False,0.003099782631381903,1.0746078431372543e-05,6.589950980392137e-06,2.457794117647059e-05,0.0011887227941176472,0.0003197911764705884,4.1913970588235275e-05,0.004650210572558373
645,INM-CM4-8,SSP245,2051,2100,1.2632771756069587,1.4008805542338891,1,108,False,0.0011731496696602104,7.306496598639441e-05,-0.000340321088435374,0.00028383180272108834,0.0012070030612244885,0.0008760569727891148,1.6575680272108728e-05,0.003272785383945922
646,MRI-ESM2-0,SSP585,2016,2050,1.1065856576892656,0.855453411376746,1,108,False,0.003224504438617024,0.00012859534313725492,-5.862254901960783e-05,3.206960784313725e-05,0.001719522303921569,0.000312475,0.00010204240196078434,0.0053585441444993775
647,BCC-CSM2-MR,SSP585,2051,2100,2.7309033465028847,2.7781645542338884,1,108,False,0.0034371257321937215,0.0010310384353741492,-0.00029621411564625835,0.0001734843537414965,0.002397511224489793,0.0007865999999999994,0.0009083086734693874,0.0075295456301529015
648,NorESM2-MM,SSP126,2016,2050,0.6513889376872157,0.941893411376746,1,109,False,0.0017113422156936093,0.00014970980392156862,-6.648406862745101e-05,2.6240196078431373e-06,0.001509309068627451,0.0005330394607843137,8.584975490196075e-05,0.003839540500007335
649,ACCESS-CM2,SSP126,2051,2100,1.7542525015673691,1.5944605542338888,1,109,False,0.002344296812991976,0.0008801234693877547,0.000295877551020408,8.960323129251692e-05,0.0010375899659863929,0.0008347517006802717,0.0012656042517006796,0.0054822427313593195
650,NESM3,SSP245,2016,2050,0.9283936687367031,1.1872048399481745,1,109,False,0.0015499695683686755,0.00020076936274509807,-5.770931372549022e-05,5.1875735294117654e-05,0.002257568382352942,0.0006392431372549022,0.0001949357843137255,0.004641716872290245
651,UKESM1-0-LL,SSP245,2051,2100,2.9399365916814872,3.0916645542338888,1,109,False,0.0030687701940249282,0.0012577790816326528,0.00033090119047619047,0.0001316770408163265,0.0019626185374149643,0.0013495488095238088,0.0017203573129251695,0.008101294853888871
652,HadGEM3-GC31-LL,SSP585,2016,2050,1.4043543788965422,1.456373411376746,1,109,False,0.0028173355822606037,9.568872549019611e-05,-0.00018005784313725493,6.999191176470588e-05,0.0029567031862745103,0.0009266154411764707,-1.4377205882352943e-05,0.006686277003829231
653,UKESM1-0-LL,SSP585,2051,2100,4.595425426489305,5.534650554233888,1,109,False,0.004459043613427405,0.0009205209183673463,0.0004253346938775511,0.00016395765306122443,0.003047697108843534,0.003638854761904761,0.001509813265306122,0.012655408749481822
654,MPI-ESM1-2-LR,SSP126,2016,2050,0.4435518377878225,0.5372562685196032,1,110,False,0.0012375507398971902,7.537058823529411e-05,2.621838235294117e-05,-1.1615441176470595e-05,0.0010042242647058826,-5.921495098039218e-05,8.997352941176469e-05,0.002272533583034445
655,MPI-ESM1-2-LR,SSP126,2051,2100,0.6526174510554862,0.7184685542338889,1,110,False,0.0008298153156598618,-6.9836224489796e-05,6.683027210884344e-05,-0.00014858197278911562,0.000654737074829931,3.598299319728037e-06,-0.00015158792517006817,0.0013365627646394526
656,EC-Earth3-CC,SSP245,2016,2050,0.5685827877334759,0.6235991256624603,1,110,False,0.001609904111668812,9.511446078431372e-05,4.905e-05,-3.782352941176477e-06,0.0011873585784313726,2.1298039215686262e-05,0.00014038210784313724,0.0029589428371590083
657,MRI-ESM2-0,SSP245,2051,2100,1.7955010330638288,1.3415965542338888,1,110,False,0.0038776375911543587,0.00038537125850340127,0.00022050238095238086,1.9728571428571414e-05,0.0014071551020408152,-0.00030091649659863936,0.0006256022108843536,0.005609478407480888
658,INM-CM4-8,SSP585,2016,2050,0.7422410517559115,0.7560962685196032,1,110,False,0.0017534075649005816,0.00011230710784313726,-9.68468137254902e-05,-1.3857843137254907e-05,0.0016033779411764708,0.00014117156862745105,1.6024509803921508e-06,0.0034995595256848955
659,GFDL-ESM4,SSP585,2051,2100,2.4029243347146116,2.4534685542338894,1,110,False,0.0034650154703616486,0.0009173355442176863,-0.00022091105442176865,2.0203401360544192e-05,0.0019054421768707464,0.001067638945578231,0.000716627891156462,0.007154724483967088
660,IPSL-CM6A-LR,SSP126,2016,2050,0.7787565927656791,0.6612276970910317,1,111,False,0.002013508308558355,-2.594852941176469e-05,1.4684068627450985e-05,9.290196078431384e-06,0.001003745343137255,0.00034863946078431384,-1.974264705882322e-06,0.003363918847774041
661,INM-CM5-0,SSP126,2051,2100,0.726943907834027,0.871574554233889,1,111,False,0.0005617499172377637,0.0007044515306122445,0.00018332380952380947,0.0001987653061224489,0.0008890914965986387,-0.00010282602040816335,0.0010865406462585029,0.0024345560396867422
662,EC-Earth3-CC,SSP245,2016,2050,0.5685827877334759,0.7013419828053173,1,111,False,0.0015594932603446134,6.986519607843137e-05,5.628431372549017e-05,2.7135049019607855e-05,0.0013027973039215685,0.0004119958333333334,0.00015328455882352942,0.003427570956423045
663,MPI-ESM1-2-HR,SSP245,2051,2100,1.3770024027060686,1.5113605542338888,1,111,False,0.001709429070295585,0.00034990697278911535,0.0002751535714285714,0.0001278520408163265,0.0011009585034013596,0.00026358248299319676,0.0007529125850340132,0.0038268826417241545
664,NorESM2-MM,SSP585,2016,2050,0.8045185568688566,0.866973411376746,1,111,False,0.002198041284559482,9.412573529411768e-05,-5.242426470588234e-05,3.531666666666667e-05,0.001836513725490197,0.0004822147058823529,7.701813725490201e-05,0.0045937878531869345
665,FGOALS-f3-L,SSP585,2051,2100,2.7829819629452004,2.783708554233889,1,111,False,0.00374544695462867,0.000563896258503401,0.00013258282312925154,0.0002489928571428571,0.0020434812925170056,0.0019998411564625847,0.0009454719387755096,0.00873424134238377
666,FGOALS-g3,SSP126,2016,2050,0.4640010264159097,0.4171819828053176,1,112,False,0.0012096414815660633,0.00031748504901960787,0.00010219877450980396,2.490465686274509e-05,0.0007465705882352942,0.0001955389705882353,0.00044458848039215693,0.00259633952078175
667,MIROC6,SSP126,2051,2100,0.8457049046690107,0.5506685542338888,1,112,False,0.002025692938632958,0.0014057306122448971,0.00010449812925170056,0.00024624727891156453,0.0007770464285714277,-0.000911225850340136,0.0017564760204081624,0.0036479895372724122
668,ACCESS-ESM1-5,SSP245,2016,2050,0.8905466953550748,0.4657248399481746,1,112,False,0.0030010900298983725,0.00022006200980392157,6.041176470588234e-05,5.536495098039218e-05,0.0008944436274509809,0.00016884044117647062,0.00033583872549019605,0.00440021282401602
669,FGOALS-g3,SSP245,2051,2100,1.1870082738879546,0.9094985542338888,1,112,False,0.0018952393774867354,0.0012926664965986388,0.0006607731292517001,0.00014058112244897956,0.0011305906462585028,-0.00012186734693877556,0.0020940207482993186,0.004997983425105781
670,MIROC6,SSP585,2016,2050,0.6738777105920235,0.5463876970910319,1,112,False,0.0026868961226681866,0.00035775416666666675,7.4828431372549e-05,8.362254901960788e-06,0.0011438107843137256,0.0002253463235294118,0.00044094485294117654,0.0044969980834525
671,MPI-ESM1-2-HR,SSP585,2051,2100,2.3403294780634383,1.5733445542338886,1,112,False,0.004760723491148016,0.0012551540816326525,-0.00038558299319727885,0.0001541751700680271,0.0018799309523809512,0.0006587846938775508,0.0010237462585034008,0.008323185395909918
672,FGOALS-f3-L,SSP126,2016,2050,0.6693756528384256,0.5686962685196032,1,113,False,0.0017185602644237941,7.274044117647063e-05,3.651053921568627e-05,-2.638382352941177e-05,0.0010558232843137256,0.0005833188725490197,8.286715686274512e-05,0.0034405695781492846
673,INM-CM4-8,SSP126,2051,2100,0.671358882154891,0.9041445542338888,1,113,False,0.00040327207094856325,0.0001653083333333333,0.0003407931972789114,1.0187585034013604e-05,0.001052195238095237,0.0006872129251700678,0.0005162891156462583,0.0026589693498601263
674,EC-Earth3-CC,SSP245,2016,2050,0.5685827877334759,0.6021648399481747,1,113,False,0.0016823412706939449,2.9907352941176478e-05,5.422990196078433e-05,-7.137254901960791e-06,0.0012427416666666669,0.0006558541666666668,7.700000000000001e-05,0.0036579371040272785
675,BCC-CSM2-MR,SSP245,2051,2100,1.6169029031977402,1.3731345542338889,1,113,False,0.0021572091654299803,-0.0005051190476190476,-3.3961054421768926e-05,7.829591836734701e-06,0.0012706464285714275,0.0009071743197278908,-0.0005312505102040819,0.0038037794035252165
676,EC-Earth3-CC,SSP585,2016,2050,0.5915107137864197,0.7114791256624602,1,113,False,0.0018966691206268756,3.995098039215698e-06,0.00011041470588235293,-9.641666666666671e-06,0.0014602598039215688,0.0007253950980392157,0.00010476813725490195,0.004187092159842562
677,INM-CM5-0,SSP585,2051,2100,2.2778668693829904,2.3057925542338893,1,113,False,0.00274345316864346,0.0001167955782312927,0.00018153248299319718,4.062278911564626e-05,0.0020263613945578217,0.0017418243197278905,0.00033895085034013617,0.00685058973326931
678,FIO-ESM-2-0,SSP126,2016,2050,0.7389325305631473,0.7418505542338889,1,114,False,0.0015176825964233558,0.00013930490196078436,-1.1985294117647207e-06,2.419828431372549e-05,0.0013019191176470589,0.0005812120098039218,0.00016230465686274513,0.0035631183807370813
679,BCC-CSM2-MR,SSP126,2051,2100,0.9830933164753332,1.0991945542338888,1,114,False,0.0003536271302887339,0.000791226870748299,0.0008086785714285713,0.00011547159863945571,0.0009697583333333317,0.00037058010204081614,0.001715377040816326,0.0034093426064792072
680,EC-Earth3-CC,SSP245,2016,2050,0.5685827877334759,0.7631476970910318,1,114,False,0.0012858649790196256,0.00021721593137254906,-1.5007107843137271e-05,4.0274754901960795e-05,0.0014782009803921573,0.0005175348039215688,0.00024248357843137259,0.003524084341764724
681,EC-Earth3-Veg,SSP245,2051,2100,1.89028719086474,1.719758554233889,1,114,False,0.0025127447407403886,0.0005540947278911562,0.00016154353741496598,0.0002917314625850338,0.0018181435374149655,0.0013939976190476186,0.001007369727891156,0.006732255625094128
682,ACCESS-ESM1-5,SSP585,2016,2050,1.0173077338419223,0.937650554233889,1,114,False,0.0028983931224790494,0.00011602892156862749,0.00012197058823529409,2.305122549019608e-05,0.001705585049019608,0.0005924963235294119,0.00026105073529411767,0.005457525230322187
683,GFDL-CM4,SSP585,2051,2100,3.1459173756302903,3.0003005542338888,1,114,False,0.004442827342736132,0.0010538607142857137,6.843707482993214e-06,0.0001552715986394557,0.002436212074829929,0.0018039431972789106,0.0012159760204081627,0.009898958635253136
684,GFDL-ESM4,SSP126,2016,2050,0.6077209889131154,0.5426162685196032,1,115,False,0.0016723126488965713,8.456176470588239e-05,1.0060294117647048e-05,-8.12230392156863e-06,0.0009521365196078432,0.0005984730392156862,8.649975490196081e-05,0.003309421962622061
685,MIROC6,SSP126,2051,2100,0.8457049046690107,0.739958554233889,1,115,False,0.0016995990119164194,0.0003456120748299317,0.0002828828231292516,2.023996598639454e-05,0.0007415726190476183,0.0008942681972789111,0.0006487348639455778,0.003984174692188527
686,GFDL-CM4,SSP245,2016,2050,0.8249766143850366,0.588530554233889,1,115,False,0.0028872348122050066,0.00013207083333333336,-4.48610294117647e-05,-9.802205882352936e-06,0.0010285629901960788,0.0006625125000000001,7.740759803921571e-05,0.0046557179004403015
687,NorESM2-MM,SSP245,2051,2100,1.4439797143311919,1.2251405542338891,1,115,False,0.002883097516019535,0.00031440612244897927,-2.265340136054416e-05,-7.376615646258502e-05,0.001283358333333333,0.0011483534013605435,0.00021798656462585007,0.005532795815339262
688,CMCC-ESM2,SSP585,2016,2050,0.7015816060980455,0.7157219828053174,1,115,False,0.0020484605425164365,0.00015458970588235293,6.26796568627451e-05,-2.906887254901961e-05,0.001428247549019608,0.0007209318627450982,0.0001882004901960784,0.004385840444477222
689,NorESM2-LM,SSP585,2051,2100,2.3402745335117743,2.1673285542338894,1,115,False,0.004859239945327502,0.0002724132653061222,-0.0004238886054421768,-8.631224489795917e-05,0.0023473566326530594,0.0019186379251700672,-0.0002377875850340138,0.008887446918116614
690,IPSL-CM5A2-INCA,SSP126,2016,2050,0.8259282793317198,0.5217076970910317,1,116,False,0.0022366018722400557,0.00021594852941176477,3.6461764705882346e-05,-1.628529411764706e-05,0.0009624208333333336,0.00030352867647058827,0.00023612500000000006,0.003738676382043978
691,MIROC6,SSP126,2051,2100,0.8457049046690107,0.6174025542338889,1,116,False,0.0019107288512247406,0.00046606972789115637,0.00046374625850340126,4.0167346938775516e-05,0.0006545671768707473,-0.00034659217687074847,0.0009699833333333332,0.0031886871845580723
692,INM-CM5-0,SSP245,2016,2050,0.6037526103974642,0.6412362685196032,1,116,False,0.0013468882600893158,0.00021032794117647062,7.941372549019608e-05,3.8014705882352465e-07,0.0012466995098039215,0.0004109649509803922,0.0002901218137254902,0.00329467453459912
693,MIROC6,SSP245,2051,2100,1.3559386365224482,1.3359945542338891,1,116,False,0.002494309399247081,0.0006441506802721085,-0.000465325850340136,-2.4240816326530602e-05,0.0012936568027210875,0.00099235119047619,0.0001545840136054419,0.0049349014060498
694,EC-Earth3-CC,SSP585,2016,2050,0.5915107137864197,0.7926819828053175,1,116,False,0.0016309876095166338,0.0001413879901960784,-2.723799019607844e-05,-6.312990196078433e-06,0.0016348144607843138,0.0004453321078431374,0.00010783700980392154,0.0038189711879480065
695,MPI-ESM1-2-HR,SSP585,2051,2100,2.3403294780634383,2.5935285542338886,1,116,False,0.003179398615295143,0.0005578639455782312,0.0002519457482993197,-3.244625850340135e-05,0.002134249149659862,0.0017294775510204078,0.0007773634353741496,0.007820488751349563
696,CMCC-ESM2,SSP126,2016,2050,0.5814902538688784,0.6911476970910317,1,117,False,0.0012417476578811966,8.609068627450983e-06,-8.892058823529413e-05,7.120539215686276e-05,0.001162098284313726,0.0006674093137254902,-9.106127450980383e-06,0.003062149128469433
697,FGOALS-f3-L,SSP126,2051,2100,0.9150046309954404,1.0367645542338888,1,117,False,0.0006606651922544466,2.747414965986369e-05,0.00016085697278911567,0.0002076215986394557,0.0011512399659863938,0.0003782270408163261,0.00039595272108843504,0.0025860849201456014
698,NorESM2-MM,SSP245,2016,2050,0.6712761306682182,0.8033591256624603,1,117,False,0.001921553751826911,0.000116293137254902,-0.00010848308823529411,2.0019117647058832e-05,0.0015725938725490198,0.0007208943627450981,2.7829166666666725e-05,0.004242871153787695
699,NESM3,SSP245,2051,2100,1.9060298720482365,1.892316554233889,1,117,False,0.0021026185726761024,-4.69018707482994e-05,-0.000251534693877551,0.00023877074829931958,0.0015932159863945555,0.000763567006802721,-5.966581632653079e-05,0.0043997357495468474
700,MRI-ESM2-0,SSP585,2016,2050,1.1065856576892656,0.9704362685196032,1,117,False,0.0030439618058924305,5.530073529411765e-05,-0.0001084122549019608,5.884803921568638e-06,0.0019322892156862746,0.0008183894607843139,-4.722671568627452e-05,0.0057474137666767445
701,NESM3,SSP585,2051,2100,3.399749941502762,3.4031665542338883,1,117,False,0.004007335452982622,0.0001914316326530612,-0.0003227644557823129,0.000224811394557823,0.0024148389455782306,0.0026618722789115627,9.347857142857129e-05,0.009177525248900986
