time,gm_tas
201501,286.40808141465027
201502,286.7244911606989
201503,287.3018722232565
201504,288.40043402268736
201505,289.18219232288936
201506,289.77560864883367
201507,290.17571728657447
201508,289.96562275171334
201509,289.28979533832694
201510,288.3648962113913
201511,287.3762164440683
201512,286.58737653351267
201601,286.2363050899329
201602,286.41573389060363
201603,287.18426190880183
201604,288.2697675472004
201605,289.14878235840547
201606,290.01166768624125
201607,290.4178347566436
201608,290.1700647233183
201609,289.5068068648918
201610,288.3318165255284
201611,287.74450568267616
201612,286.8709729120427
201701,286.56459895481936
201702,286.40272853329583
201703,286.991814221132
201704,288.2555052654141
201705,289.2598186267737
201706,289.92003501617125
201707,290.4986469421163
201708,290.2428265525923
201709,289.53407781095206
201710,288.6405035266888
201711,287.906777094708
201712,287.15124528633135
201801,286.6933051005106
201802,286.82903821192974
201803,287.5668961915128
201804,288.1309233546036
201805,289.298804152103
201806,289.90449269586907
201807,290.45408252127527
201808,290.26293991035107
201809,289.50468991571694
201810,288.4316969473458
201811,287.6062309106909
201812,286.6427774392579
201901,286.35315302331895
201902,286.5956205278558
201903,287.28725637022956
201904,288.34515658620194
201905,289.32977511074074
201906,289.93821321134635
201907,290.2518750422723
201908,290.04264252969676
201909,289.3108790573468
201910,288.4415769148465
201911,287.4537889996381
201912,286.82714732564705
202001,286.24090601487785
202002,286.45515518664365
202003,287.2336982748516
202004,288.071026136212
202005,289.161207389889
202006,289.8818842774192
202007,290.27488808140345
202008,290.21684829514754
202009,289.5422817852909
202010,288.51238094112716
202011,287.51226669158376
202012,286.6060898496099
202101,286.4416659114921
202102,286.4549963133616
202103,287.1047785798811
202104,288.1947360274959
202105,289.1414725965244
202106,289.97916174082286
202107,290.34985923127863
202108,290.1290743794227
202109,289.4540937909704
202110,288.53670680380367
202111,287.69535794283814
202112,287.04008387982856
202201,286.6376823417319
202202,286.62838197555743
202203,287.32931899463244
202204,288.40942851221325
202205,289.4073991688836
202206,290.025913463939
202207,290.42141681874796
202208,290.36965597537323
202209,289.4548904748442
202210,288.65162364539026
202211,287.8763302040434
202212,287.21937428874696
202301,286.8555436397535
202302,286.7141958589539
202303,287.47984559076536
202304,288.6480174680411
202305,289.4715853834093
202306,290.3345560128331
202307,290.56961074209585
202308,290.5559622422236
202309,289.8351844970749
202310,288.85793359455647
202311,288.055503662251
202312,287.45474045194374
202401,286.9466911052241
202402,287.0658552248243
202403,287.60087146547664
202404,288.60041187691894
202405,289.53064357769017
202406,290.1350952293276
202407,290.577419247732
202408,290.37885138438253
202409,289.81598785332204
202410,288.9308518953027
202411,288.04543260833793
202412,287.158075893197
202501,287.01229996801897
202502,286.86708475459807
202503,287.67705483926375
202504,288.5330742570668
202505,289.4177454316062
202506,290.0107918519343
202507,290.4909289500587
202508,290.2467864907635
202509,289.5841418413983
202510,288.71182749645675
202511,288.05063374826364
202512,287.3038619955077
202601,286.8337866163779
202602,286.87792427834165
202603,287.64716876131615
202604,288.50427894572397
202605,289.4216069331171
202606,290.3278053160674
202607,290.7471671737407
202608,290.7025557172561
202609,289.95671978967334
202610,289.2836594919986
202611,288.4811676506895
202612,287.83637489209
202701,287.5816943159477
202702,287.32990713092954
202703,287.76801665283097
202704,288.77538161048926
202705,289.6489596012325
202706,290.4428092031126
202707,290.83003376014636
202708,290.59964048247707
202709,289.9877853189157
202710,288.9999088175309
202711,288.41162953366796
202712,287.6993662445958
202801,286.999161187276
202802,287.3704560897801
202803,288.0350755626982
202804,289.08021778356544
202805,289.86787324480883
202806,290.5871877188394
202807,291.0971762653529
202808,290.84005265312413
202809,290.1558498919708
202810,289.19858641675955
202811,288.48970107869394
202812,287.9782909237829
202901,287.5775426447726
202902,287.6552719389306
202903,288.1251482764794
202904,289.1038969936169
202905,289.9667597737779
202906,290.6883938334578
202907,291.0306583523205
202908,290.808502360308
202909,290.18522028692354
202910,289.2286612425273
202911,288.29975283571997
202912,287.5717030902148
203001,287.2405456213687
203002,287.35607633333336
203003,287.8623725157827
203004,288.80418745244015
203005,289.6815282498576
203006,290.4872953840861
203007,291.10080671472247
203008,290.95635921071573
203009,290.1302781599244
203010,289.34053469468626
203011,288.49782107065084
203012,287.76838879874805
203101,287.45769675056727
203102,287.28366819092093
203103,287.8598034105609
203104,288.9972535267377
203105,289.82668808898745
203106,290.46850216237493
203107,290.7419611397576
203108,290.5852625850572
203109,289.9566042467965
203110,289.21141465974165
203111,288.05334372339263
203112,287.4040712445607
203201,287.12639472367596
203202,287.3999139212398
203203,287.74343717622975
203204,288.86246188039377
203205,289.6388543113485
203206,290.5810761805541
203207,290.8102880986414
203208,290.7156990552164
203209,290.0056210033589
203210,289.11093403495
203211,288.20496345628067
203212,287.56688159177423
203301,287.2084486952516
203302,287.2765307063075
203303,287.89584421011307
203304,288.9463101525221
203305,289.67655829142484
203306,290.57157074627696
203307,291.00355542779494
203308,290.9586279078302
203309,290.20753291412166
203310,289.2511572604293
203311,288.50415118884075
203312,287.6242833660664
203401,287.50918134650647
203402,287.50091009387745
203403,287.9891456925349
203404,288.91984448937853
203405,289.9122650215927
203406,290.58756033227235
203407,291.1497051737491
203408,291.01456557962285
203409,290.4880247155466
203410,289.6388367591224
203411,288.8008045770656
203412,288.1488656059157
203501,287.71638614985375
203502,287.44618145055836
203503,288.34238940639125
203504,289.2040961836544
203505,290.04804887631474
203506,290.7927656609381
203507,291.0643232678467
