,ice_source,region,sample,scenario,risk_averse,startyr,endyr,Tavg,dSdt
182,AIS,PEN,92,SSP119,False,2016,2050,0.48708252505642846,-7.215196078431376e-06
183,AIS,PEN,92,SSP119,False,2051,2100,0.507929096485,-8.529914965986394e-05
184,AIS,PEN,93,SSP119,False,2016,2050,0.4926682393421428,4.6458823529411766e-05
185,AIS,PEN,93,SSP119,False,2051,2100,0.31996509648499993,0.00024421921768707464
186,AIS,PEN,94,SSP119,False,2016,2050,0.49491395362785706,1.960122549019609e-05
187,AIS,PEN,94,SSP119,False,2051,2100,0.5258790964849999,0.0001803537414965986
188,AIS,PEN,95,SSP119,False,2016,2050,0.491473953627857,1.1382843137254904e-05
189,AIS,PEN,95,SSP119,False,2051,2100,0.42060509648499994,0.00013911870748299304
190,AIS,PEN,96,SSP119,False,2016,2050,0.4189910964849999,-1.0060784313725488e-05
191,AIS,PEN,96,SSP119,False,2051,2100,0.2861050964849999,1.5203741496598624e-05
192,AIS,PEN,97,SSP119,False,2016,2050,0.4513025250564284,1.7039950980392155e-05
193,AIS,PEN,97,SSP119,False,2051,2100,0.30602509648499987,0.0002847778911564624
194,AIS,PEN,98,SSP119,False,2016,2050,0.537373953627857,-3.817843137254903e-05
195,AIS,PEN,98,SSP119,False,2051,2100,0.6458710964849999,-2.1479591836731926e-07
196,AIS,PEN,99,SSP119,False,2016,2050,0.5155710964849998,4.1269117647058817e-05
197,AIS,PEN,99,SSP119,False,2051,2100,0.3991590964849998,0.00022532789115646236
198,AIS,PEN,100,SSP119,False,2016,2050,0.39963109648499995,-2.4160049019607847e-05
199,AIS,PEN,100,SSP119,False,2051,2100,0.27488709648499987,-0.00011308605442176872
200,AIS,PEN,101,SSP119,False,2016,2050,0.7540025250564285,-3.366151960784315e-05
201,AIS,PEN,101,SSP119,False,2051,2100,0.810275096485,-6.243843537414962e-05
202,AIS,PEN,102,SSP119,False,2016,2050,0.43012252505642845,4.416887254901962e-05
203,AIS,PEN,102,SSP119,False,2051,2100,0.3122990964849999,0.0001675236394557822
204,AIS,PEN,103,SSP119,False,2016,2050,0.5416710964849999,-1.1053186274509807e-05
205,AIS,PEN,103,SSP119,False,2051,2100,0.7026390964849999,-4.0954591836734664e-05
206,AIS,PEN,104,SSP119,False,2016,2050,0.48249966791357135,4.1153186274509805e-05
207,AIS,PEN,104,SSP119,False,2051,2100,0.4653030964849998,0.0001866542517006802
208,AIS,PEN,105,SSP119,False,2016,2050,0.6448510964849999,-3.036838235294118e-05
209,AIS,PEN,105,SSP119,False,2051,2100,0.6971270964849999,-2.666394557823126e-05
210,AIS,PEN,106,SSP119,False,2016,2050,0.6297625250564286,3.967745098039215e-05
211,AIS,PEN,106,SSP119,False,2051,2100,0.7099170964849999,0.00014237397959183666
212,AIS,PEN,107,SSP119,False,2016,2050,0.5827510964849999,2.354583333333333e-05
213,AIS,PEN,107,SSP119,False,2051,2100,0.635817096485,0.0004201935374149659
214,AIS,PEN,108,SSP119,False,2016,2050,0.4981453821992856,2.4288970588235297e-05
215,AIS,PEN,108,SSP119,False,2051,2100,0.33217309648499993,0.00029170051020408155
216,AIS,PEN,109,SSP119,False,2016,2050,0.7781625250564285,2.8582843137254897e-05
217,AIS,PEN,109,SSP119,False,2051,2100,0.858245096485,0.00023718571428571418
218,AIS,PEN,110,SSP119,False,2016,2050,0.4635968107707142,-2.4725245098039227e-05
219,AIS,PEN,110,SSP119,False,2051,2100,0.396351096485,-2.482619047619045e-05
220,AIS,PEN,111,SSP119,False,2016,2050,0.5923510964849998,3.7167892156862755e-05
221,AIS,PEN,111,SSP119,False,2051,2100,0.5191630964849999,0.00024578248299319714
222,AIS,PEN,112,SSP119,False,2016,2050,0.3723482393421428,1.3050245098039218e-05
223,AIS,PEN,112,SSP119,False,2051,2100,0.36034709648499985,0.00014700102040816318
224,AIS,PEN,113,SSP119,False,2016,2050,0.5189225250564284,2.158676470588235e-05
225,AIS,PEN,113,SSP119,False,2051,2100,0.6392130964849998,-5.3623809523809516e-05
226,AIS,PEN,114,SSP119,False,2016,2050,0.678413953627857,1.4776960784313725e-06
227,AIS,PEN,114,SSP119,False,2051,2100,0.7275130964849998,0.0002710115646258502
228,AIS,PEN,115,SSP119,False,2016,2050,0.4883310964849999,-1.2866176470588219e-05
229,AIS,PEN,115,SSP119,False,2051,2100,0.47475909648499987,6.601683673469389e-05
230,AIS,PEN,116,SSP119,False,2016,2050,0.43725681077071415,3.676715686274511e-06
231,AIS,PEN,116,SSP119,False,2051,2100,0.2739170964849999,-3.908197278911564e-05
232,AIS,PEN,117,SSP119,False,2016,2050,0.5948453821992856,3.9252696078431375e-05
233,AIS,PEN,117,SSP119,False,2051,2100,0.5759010964849999,7.935051020408158e-05
234,AIS,PEN,118,SSP119,False,2016,2050,0.423633953627857,-2.0974264705882345e-05
235,AIS,PEN,118,SSP119,False,2051,2100,0.3071090964849999,-6.846938775510199e-05
236,AIS,PEN,119,SSP119,False,2016,2050,0.40195966791357135,1.6158333333333334e-05
237,AIS,PEN,119,SSP119,False,2051,2100,0.2628730964849999,0.0002710341836734693
238,AIS,PEN,120,SSP119,False,2016,2050,0.470791096485,4.3042647058823527e-05
239,AIS,PEN,120,SSP119,False,2051,2100,0.3997130964849999,0.0001631578231292516
240,AIS,PEN,121,SSP119,False,2016,2050,0.5188768107707142,1.2967156862745102e-05
241,AIS,PEN,121,SSP119,False,2051,2100,0.6595910964849999,0.00018090544217687064
242,AIS,PEN,122,SSP119,False,2016,2050,0.4253396679135713,-2.4550245098039216e-05
243,AIS,PEN,122,SSP119,False,2051,2100,0.30563309648499987,4.6595238095238445e-06
244,AIS,PEN,123,SSP119,False,2016,2050,0.538631096485,-2.7222794117647055e-05
245,AIS,PEN,123,SSP119,False,2051,2100,0.5584990964849998,8.089863945578228e-05
246,AIS,PEN,124,SSP119,False,2016,2050,0.605731096485,3.2855882352941176e-05
247,AIS,PEN,124,SSP119,False,2051,2100,0.48655909648499995,0.00019709761904761897
248,AIS,PEN,125,SSP119,False,2016,2050,0.5280682393421429,1.1679901960784325e-05
249,AIS,PEN,125,SSP119,False,2051,2100,0.6079050964849999,-2.339761904761903e-05
250,AIS,PEN,126,SSP119,False,2016,2050,0.5446196679135714,1.5395833333333343e-05
