,ice_source,region,sample,scenario,risk_averse,startyr,endyr,dTdt,Tavg,dSdt
0,AIS,,1,SSP119,True,2016,2050,0.013350056022408904,0.6315196679135713,0.0005286877450980393
1,AIS,,1,SSP119,True,2051,2100,-0.006096657863145226,0.5676250964849998,0.0043091663265306095
2,AIS,,2,SSP119,True,2016,2050,0.007608095238095214,0.46779109648499995,0.0006813987745098041
3,AIS,,2,SSP119,True,2051,2100,-0.004227279711884733,0.40248909648500003,0.00417185918367347
4,AIS,,3,SSP119,True,2016,2050,0.006799523809523782,0.437373953627857,0.0007325772058823531
5,AIS,,3,SSP119,True,2051,2100,-0.0030235054021608477,0.4020010964849999,0.0018411295918367323
6,AIS,,4,SSP119,True,2016,2050,0.02210053221288495,0.6212996679135715,0.0005688904411764706
7,AIS,,4,SSP119,True,2051,2100,0.012733421368547347,1.3330530964849998,0.003157642857142856
8,AIS,,5,SSP119,True,2016,2050,0.02176571428571415,0.7717310964849999,0.0007220558823529411
9,AIS,,5,SSP119,True,2051,2100,-0.002597978391356527,0.9288330964849998,0.005391612755102039
10,AIS,,6,SSP119,True,2016,2050,0.007453809523809491,0.44069966791357135,0.0007262973039215688
11,AIS,,6,SSP119,True,2051,2100,-0.0021124177671068335,0.4381810964849999,0.002828276190476189
12,AIS,,7,SSP119,True,2016,2050,0.008258291316526584,0.4692253821992856,0.0009351813725490198
13,AIS,,7,SSP119,True,2051,2100,-0.0033001920768307193,0.4320370964849999,0.006675592006802718
14,AIS,,8,SSP119,True,2016,2050,0.01440507002801112,0.6048282393421427,0.0010131387254901966
15,AIS,,8,SSP119,True,2051,2100,-0.0024551404561824583,0.676109096485,0.0036297147959183655
16,AIS,,9,SSP119,True,2016,2050,0.014447086834733818,0.5996253821992856,0.0003465509803921569
17,AIS,,9,SSP119,True,2051,2100,-0.005074890756302502,0.5755230964849999,0.004492566666666665
18,AIS,,10,SSP119,True,2016,2050,0.011693949579831872,0.5541996679135714,0.0007431433823529413
19,AIS,,10,SSP119,True,2051,2100,-0.001575875150060014,0.627319096485,0.0038870095238095225
20,AIS,,11,SSP119,True,2016,2050,0.007326526610644228,0.44917681077071414,0.0006562977941176471
21,AIS,,11,SSP119,True,2051,2100,-0.002730713085234077,0.43346909648499987,0.004559377210884353
22,AIS,,12,SSP119,True,2016,2050,0.007595406162464959,0.46603395362785704,0.0007603237745098039
23,AIS,,12,SSP119,True,2051,2100,-0.0028900600240095863,0.44320509648499984,0.005275524659863943
24,AIS,,13,SSP119,True,2016,2050,0.01009324929971985,0.5380196679135714,0.0005024568627450981
25,AIS,,13,SSP119,True,2051,2100,-0.005884883553421339,0.4461010964849999,0.004016615986394556
26,AIS,,14,SSP119,True,2016,2050,0.024220336134453607,0.7917539536278572,0.001215118137254902
27,AIS,,14,SSP119,True,2051,2100,0.0030359231692676917,1.183433096485,0.007925606802721086
28,AIS,,15,SSP119,True,2016,2050,0.010783753501400498,0.524233953627857,0.00047643284313725494
29,AIS,,15,SSP119,True,2051,2100,-0.0021249219687875,0.574829096485,0.0035909095238095224
30,AIS,,16,SSP119,True,2016,2050,0.010528123249299663,0.5150768107707143,0.0005419100490196081
31,AIS,,16,SSP119,True,2051,2100,-0.0020714765906362422,0.566365096485,0.0030240147959183657
32,AIS,,17,SSP119,True,2016,2050,0.009650588235294076,0.5196939536278571,0.0007978732843137256
33,AIS,,17,SSP119,True,2051,2100,-0.0039551644657862895,0.4878490964849999,0.003458705782312923
34,AIS,,18,SSP119,True,2016,2050,0.009191540616246479,0.5362082393421428,0.0004998791666666669
35,AIS,,18,SSP119,True,2051,2100,-0.006974069627851108,0.38637109648499995,0.0021043181972789106
36,AIS,,19,SSP119,True,2016,2050,0.012839663865546148,0.567853953627857,0.0005282149509803922
37,AIS,,19,SSP119,True,2051,2100,-0.003031827130852324,0.615107096485,0.0036927185374149634
38,AIS,,20,SSP119,True,2016,2050,0.0063047619047618825,0.42456538219928563,0.0006067132352941178
39,AIS,,20,SSP119,True,2051,2100,-0.0030123265306122287,0.387361096485,0.0051597382653061205
40,AIS,,21,SSP119,True,2016,2050,0.004956386554621852,0.40146823934214276,0.0006211526960784315
41,AIS,,21,SSP119,True,2051,2100,-0.005280369747899139,0.2458730964849999,0.004023299149659862
42,AIS,,22,SSP119,True,2016,2050,0.025417366946778524,0.8173510964849999,0.0008865975490196081
43,AIS,,22,SSP119,True,2051,2100,-0.0005630828331332496,1.100383096485,0.004407998299319725
44,AIS,,23,SSP119,True,2016,2050,0.009997394957983158,0.5275025250564286,0.0005601034313725491
45,AIS,,23,SSP119,True,2051,2100,-0.005479054021608619,0.44344909648499997,0.0025548401360544217
46,AIS,,24,SSP119,True,2016,2050,0.013459747899159612,0.6252225250564285,0.0006116752450980393
47,AIS,,24,SSP119,True,2051,2100,-0.006358645858343306,0.544951096485,0.0041854460884353725
48,AIS,,25,SSP119,True,2016,2050,0.012782997198879487,0.5773396679135713,0.0005801274509803923
49,AIS,,25,SSP119,True,2051,2100,-0.0032622040816326376,0.5923870964849999,0.0028680619047619033
50,AIS,,26,SSP119,True,2016,2050,0.018718599439775788,0.6968053821992856,0.0007195424019607844
51,AIS,,26,SSP119,True,2051,2100,-0.0023489315726290395,0.8149210964849999,0.003933357823129251
52,AIS,,27,SSP119,True,2016,2050,0.014709635854341659,0.6293196679135713,0.0004224477941176472
53,AIS,,27,SSP119,True,2051,2100,-0.004625061224489769,0.6414050964849999,0.0015923848639455775
54,AIS,,28,SSP119,True,2016,2050,0.005057142857142848,0.3942225250564285,0.0004307681372549021
