,ice_source,region,sample,scenario,risk_averse,startyr,endyr,dTdt,Tavg,dSdt
0,Glaciers,,1,SSP119,False,2016,2050,0.013350056022408904,0.6315196679135713,0.0010515776960784314
1,Glaciers,,1,SSP119,False,2051,2100,-0.006096657863145226,0.5676250964849998,0.00034729132653061164
2,Glaciers,,2,SSP119,False,2016,2050,0.007608095238095211,0.46779109648499995,0.00070624068627451
3,Glaciers,,2,SSP119,False,2051,2100,-0.004227279711884731,0.402489096485,0.0012395119047619039
4,Glaciers,,3,SSP119,False,2016,2050,0.006799523809523784,0.437373953627857,0.0008166122549019611
5,Glaciers,,3,SSP119,False,2051,2100,-0.0030235054021608486,0.402001096485,0.0009743066326530601
6,Glaciers,,4,SSP119,False,2016,2050,0.02210053221288495,0.6212996679135714,0.0012255117647058825
7,Glaciers,,4,SSP119,False,2051,2100,0.01273342136854736,1.3330530964849998,0.0016204931972789106
8,Glaciers,,5,SSP119,False,2016,2050,0.021765714285714145,0.7717310964849999,0.0012890612745098042
9,Glaciers,,5,SSP119,False,2051,2100,-0.002597978391356528,0.9288330964849999,0.0008325380952380942
10,Glaciers,,6,SSP119,False,2016,2050,0.007453809523809491,0.44069966791357135,0.0007871610294117649
11,Glaciers,,6,SSP119,False,2051,2100,-0.0021124177671068313,0.438181096485,0.0008796421768707479
12,Glaciers,,7,SSP119,False,2016,2050,0.00825829131652658,0.4692253821992856,0.000865308823529412
13,Glaciers,,7,SSP119,False,2051,2100,-0.0033001920768307193,0.4320370964849999,0.0008413681972789109
14,Glaciers,,8,SSP119,False,2016,2050,0.014405070028011118,0.6048282393421427,0.0010252985294117649
15,Glaciers,,8,SSP119,False,2051,2100,-0.0024551404561824614,0.676109096485,0.0009308760204081621
16,Glaciers,,9,SSP119,False,2016,2050,0.014447086834733816,0.5996253821992856,0.001009958823529412
17,Glaciers,,9,SSP119,False,2051,2100,-0.005074890756302502,0.5755230964849999,0.0008284714285714274
18,Glaciers,,10,SSP119,False,2016,2050,0.011693949579831865,0.5541996679135713,0.0010256948529411766
19,Glaciers,,10,SSP119,False,2051,2100,-0.001575875150060014,0.627319096485,0.0007024261904761894
20,Glaciers,,11,SSP119,False,2016,2050,0.007326526610644228,0.44917681077071414,0.0007045524509803921
21,Glaciers,,11,SSP119,False,2051,2100,-0.0027307130852340772,0.43346909648499987,0.0009788416666666668
22,Glaciers,,12,SSP119,False,2016,2050,0.007595406162464952,0.46603395362785704,0.0008286024509803924
23,Glaciers,,12,SSP119,False,2051,2100,-0.0028900600240095863,0.44320509648499984,0.000873095578231292
24,Glaciers,,13,SSP119,False,2016,2050,0.01009324929971985,0.5380196679135714,0.0007553698529411767
25,Glaciers,,13,SSP119,False,2051,2100,-0.005884883553421337,0.4461010964849999,0.0008883596938775505
26,Glaciers,,14,SSP119,False,2016,2050,0.024220336134453607,0.7917539536278569,0.001399531617647059
27,Glaciers,,14,SSP119,False,2051,2100,0.003035923169267693,1.183433096485,0.0008265515306122448
28,Glaciers,,15,SSP119,False,2016,2050,0.010783753501400494,0.524233953627857,0.0008056821078431373
29,Glaciers,,15,SSP119,False,2051,2100,-0.002124921968787499,0.5748290964849999,0.0008309998299319721
30,Glaciers,,16,SSP119,False,2016,2050,0.010528123249299665,0.5150768107707143,0.0008792294117647061
31,Glaciers,,16,SSP119,False,2051,2100,-0.002071476590636241,0.566365096485,0.0008376668367346931
32,Glaciers,,17,SSP119,False,2016,2050,0.009650588235294076,0.519693953627857,0.0008362580882352944
33,Glaciers,,17,SSP119,False,2051,2100,-0.0039551644657862895,0.4878490964849999,0.0008145494897959178
34,Glaciers,,18,SSP119,False,2016,2050,0.009191540616246482,0.5362082393421428,0.0007962941176470591
35,Glaciers,,18,SSP119,False,2051,2100,-0.006974069627851108,0.38637109648499995,0.0006798950680272104
36,Glaciers,,19,SSP119,False,2016,2050,0.012839663865546143,0.5678539536278571,0.0009517875
37,Glaciers,,19,SSP119,False,2051,2100,-0.003031827130852322,0.615107096485,0.0008493982993197267
38,Glaciers,,20,SSP119,False,2016,2050,0.0063047619047618825,0.42456538219928563,0.0007151176470588235
39,Glaciers,,20,SSP119,False,2051,2100,-0.0030123265306122304,0.387361096485,0.0009527011904761895
40,Glaciers,,21,SSP119,False,2016,2050,0.004956386554621851,0.40146823934214276,0.0006462279411764707
41,Glaciers,,21,SSP119,False,2051,2100,-0.005280369747899139,0.24587309648499997,0.000930760714285713
42,Glaciers,,22,SSP119,False,2016,2050,0.025417366946778524,0.8173510964849999,0.001279656617647059
43,Glaciers,,22,SSP119,False,2051,2100,-0.0005630828331332496,1.1003830964849999,0.0008558692176870743
44,Glaciers,,23,SSP119,False,2016,2050,0.009997394957983158,0.5275025250564286,0.000819525980392157
45,Glaciers,,23,SSP119,False,2051,2100,-0.005479054021608617,0.4434490964849999,0.0006422249999999994
46,Glaciers,,24,SSP119,False,2016,2050,0.013459747899159609,0.6252225250564286,0.0009051634803921569
47,Glaciers,,24,SSP119,False,2051,2100,-0.006358645858343306,0.544951096485,0.0008085489795918361
48,Glaciers,,25,SSP119,False,2016,2050,0.012782997198879487,0.5773396679135713,0.0010059534313725492
49,Glaciers,,25,SSP119,False,2051,2100,-0.003262204081632639,0.5923870964849999,0.0009710952380952362
50,Glaciers,,26,SSP119,False,2016,2050,0.018718599439775788,0.6968053821992856,0.0010844647058823533
51,Glaciers,,26,SSP119,False,2051,2100,-0.0023489315726290434,0.814921096485,0.0009669979591836726
52,Glaciers,,27,SSP119,False,2016,2050,0.014709635854341657,0.6293196679135713,0.0010486573529411766
