,ice_source,region,sample,scenario,riskaverse,startyr,endyr,Tavg,dSdt
71,AIS,WAIS,36,SSP119,,2051,2100,0.44354109648499984,-0.0002938394557823127
72,AIS,WAIS,37,SSP119,,2016,2050,0.4181768107707142,-9.54926470588233e-06
73,AIS,WAIS,37,SSP119,,2051,2100,0.29532309648499994,0.000167649319727891
74,AIS,WAIS,38,SSP119,,2016,2050,0.4763596679135712,-3.1019607843136967e-06
75,AIS,WAIS,38,SSP119,,2051,2100,0.4119090964849999,0.0007692023809523806
76,AIS,WAIS,39,SSP119,,2016,2050,0.5340996679135713,-6.282426470588233e-05
77,AIS,WAIS,39,SSP119,,2051,2100,0.617879096485,0.0006975098639455784
78,AIS,WAIS,40,SSP119,,2016,2050,0.5615339536278571,-1.6227205882352947e-05
79,AIS,WAIS,40,SSP119,,2051,2100,0.4992390964849999,0.0006033287414965987
80,AIS,WAIS,41,SSP119,,2016,2050,0.45065681077071423,0.00010020073529411766
81,AIS,WAIS,41,SSP119,,2051,2100,0.380295096485,-4.797023809523801e-05
82,AIS,WAIS,42,SSP119,,2016,2050,0.4276653821992857,4.786960784313727e-05
83,AIS,WAIS,42,SSP119,,2051,2100,0.4280250964849999,4.9751700680272606e-06
84,AIS,WAIS,43,SSP119,,2016,2050,0.4885025250564284,8.034509803921572e-05
85,AIS,WAIS,43,SSP119,,2051,2100,0.4182190964849999,0.00011922244897959167
86,AIS,WAIS,44,SSP119,,2016,2050,0.656571096485,0.00019019142156862746
87,AIS,WAIS,44,SSP119,,2051,2100,0.708029096485,-9.118044217687059e-05
88,AIS,WAIS,45,SSP119,,2016,2050,0.5292939536278571,-6.108872549019607e-05
89,AIS,WAIS,45,SSP119,,2051,2100,0.436357096485,-0.0001259874149659864
90,AIS,WAIS,46,SSP119,,2016,2050,0.3029082393421427,0.00010381151960784317
91,AIS,WAIS,46,SSP119,,2051,2100,0.2359150964849999,0.0013364812925170065
92,AIS,WAIS,47,SSP119,,2016,2050,0.681893953627857,6.390343137254902e-05
93,AIS,WAIS,47,SSP119,,2051,2100,0.7987950964849999,0.00013203180272108842
94,AIS,WAIS,48,SSP119,,2016,2050,0.7089996679135713,-9.097941176470587e-05
95,AIS,WAIS,48,SSP119,,2051,2100,0.8000970964849998,8.003078231292507e-05
96,AIS,WAIS,49,SSP119,,2016,2050,0.4904396679135713,1.4648039215686299e-05
97,AIS,WAIS,49,SSP119,,2051,2100,0.5623270964849999,0.00039808503401360525
98,AIS,WAIS,50,SSP119,,2016,2050,0.406753953627857,-4.663186274509804e-05
99,AIS,WAIS,50,SSP119,,2051,2100,0.40010909648499987,9.918588435374152e-05
100,AIS,WAIS,51,SSP119,,2016,2050,0.6270882393421428,3.202377450980395e-05
101,AIS,WAIS,51,SSP119,,2051,2100,0.6039050964849998,-0.0002173972789115646
102,AIS,WAIS,52,SSP119,,2016,2050,0.7191110964849999,0.00019875294117647062
103,AIS,WAIS,52,SSP119,,2051,2100,0.795415096485,0.00011960102040816302
104,AIS,WAIS,53,SSP119,,2016,2050,0.6688225250564285,-6.753014705882352e-05
105,AIS,WAIS,53,SSP119,,2051,2100,0.6492850964849999,0.0006637064625850339
106,AIS,WAIS,54,SSP119,,2016,2050,0.5491853821992857,5.5461519607843145e-05
107,AIS,WAIS,54,SSP119,,2051,2100,0.4715650964849999,-0.0002873544217687075
108,AIS,WAIS,55,SSP119,,2016,2050,0.4781768107707142,0.00019858455882352944
109,AIS,WAIS,55,SSP119,,2051,2100,0.48098509648499993,0.0006757522108843533
