,model,run,scenario,startyr,endyr,Tavg,dSdt,r,i,p,f,model_key,probability_weight,counts
315,HadGEM3-GC31-MM,r2i1p1f3_gn,historical,1950,2000,-0.5606875000989362,0.0004984537884593009,2,1,1,3,HadGEM3-GC31-MM:p1:1950:2000:historical,5.379894925649332,4
316,HadGEM3-GC31-MM,r3i1p1f3_gn,historical,1950,2000,-0.5030742991518764,0.000498046875,3,1,1,3,HadGEM3-GC31-MM:p1:1950:2000:historical,5.499416405692647,4
317,HadGEM3-GC31-MM,r4i1p1f3_gn,historical,1950,2000,-0.5671063063847441,-0.000584309883415699,4,1,1,3,HadGEM3-GC31-MM:p1:1950:2000:historical,6.708037586850956,4
318,HadGEM3-GC31-MM,r1i1p1f3_gn,historical,1992,2014,-0.08332757781568034,0.0015249540182677185,1,1,1,3,HadGEM3-GC31-MM:p1:1992:2014:historical,4.493877960377972,4
319,HadGEM3-GC31-MM,r2i1p1f3_gn,historical,1992,2014,-0.07535331204172735,0.0016470243307677185,2,1,1,3,HadGEM3-GC31-MM:p1:1992:2014:historical,5.379894925649332,4
320,HadGEM3-GC31-MM,r3i1p1f3_gn,historical,1992,2014,-0.053579119428434296,0.001767245205965909,3,1,1,3,HadGEM3-GC31-MM:p1:1992:2014:historical,5.499416405692647,4
321,HadGEM3-GC31-MM,r4i1p1f3_gn,historical,1992,2014,-0.06054560804540188,-0.00012207030191678892,4,1,1,3,HadGEM3-GC31-MM:p1:1992:2014:historical,6.708037586850956,4
322,INM-CM4-8,r1i1p1f1_gr1,historical,1850,1900,-0.8513765566731877,-0.0007049006223678589,1,1,1,1,INM-CM4-8:p1:1850:1900:historical,357.6275125715913,1
323,INM-CM4-8,r1i1p1f1_gr1,historical,1900,1950,-0.6667758534034647,-0.000574951171875,1,1,1,1,INM-CM4-8:p1:1900:1950:historical,357.6275125715913,1
324,INM-CM4-8,r1i1p1f1_gr1,historical,1950,2000,-0.43757098818610973,-0.0004886881634593009,1,1,1,1,INM-CM4-8:p1:1950:2000:historical,357.6275125715913,1
325,INM-CM4-8,r1i1p1f1_gr1,historical,1992,2014,-0.06810939519056093,9.802616709335284e-05,1,1,1,1,INM-CM4-8:p1:1992:2014:historical,357.6275125715913,1
326,INM-CM5-0,r1i1p1f1_gr1,historical,1850,1900,-0.7913651168544789,8.13804566860199e-06,1,1,1,1,INM-CM5-0:p1:1850:1900:historical,346.0128922397359,1
327,INM-CM5-0,r1i1p1f1_gr1,historical,1900,1950,-0.5454846115839587,0.000359700471162796,1,1,1,1,INM-CM5-0:p1:1900:1950:historical,346.0128922397359,1
328,INM-CM5-0,r1i1p1f1_gr1,historical,1950,2000,-0.41955617064013495,0.000690511092543602,1,1,1,1,INM-CM5-0:p1:1950:2000:historical,346.0128922397359,1
329,INM-CM5-0,r1i1p1f1_gr1,historical,1992,2014,-0.06694860952330828,0.0013788396661931818,1,1,1,1,INM-CM5-0:p1:1992:2014:historical,346.0128922397359,1
330,IPSL-CM5A2-INCA,r1i1p1f1_gn,historical,1850,1900,-1.3026430666056967,-1.1911094188690186e-05,1,1,1,1,IPSL-CM5A2-INCA:p1:1850:1900:historical,0.0,1
331,IPSL-CM5A2-INCA,r1i1p1f1_gn,historical,1900,1950,-1.1172064438364373,0.00021728515625,1,1,1,1,IPSL-CM5A2-INCA:p1:1900:1950:historical,0.0,1
332,IPSL-CM5A2-INCA,r1i1p1f1_gn,historical,1950,2000,-0.6416595010196033,0.000344645157456398,1,1,1,1,IPSL-CM5A2-INCA:p1:1950:2000:historical,0.0,1
333,IPSL-CM5A2-INCA,r1i1p1f1_gn,historical,1992,2014,-0.06510855633280244,0.0009515935724431821,1,1,1,1,IPSL-CM5A2-INCA:p1:1992:2014:historical,0.0,1
334,IPSL-CM6A-LR,r1i1p1f1_gn,historical,1850,1900,-1.0826777763616633,-7.4055977165699e-05,1,1,1,1,IPSL-CM6A-LR:p1:1850:1900:historical,19.2444562022425,9
335,IPSL-CM6A-LR,r2i1p1f1_gn,historical,1850,1900,-1.1393184287874758,3.7693828344345095e-05,2,1,1,1,IPSL-CM6A-LR:p1:1850:1900:historical,22.514103969386344,9
336,IPSL-CM6A-LR,r3i1p1f1_gn,historical,1850,1900,-1.14357249690039,8.737273514270782e-05,3,1,1,1,IPSL-CM6A-LR:p1:1850:1900:historical,20.315683447751944,9
337,IPSL-CM6A-LR,r4i1p1f1_gn,historical,1850,1900,-1.038118536955437,-1.2909844517707825e-05,4,1,1,1,IPSL-CM6A-LR:p1:1850:1900:historical,0.0,9
338,IPSL-CM6A-LR,r5i1p1f1_gn,historical,1850,1900,-1.109154463125947,-0.00014848187565803532,5,1,1,1,IPSL-CM6A-LR:p1:1850:1900:historical,0.0,9
339,IPSL-CM6A-LR,r6i1p1f1_gn,historical,1850,1900,-0.8982834984275314,-0.00013904917985200883,6,1,1,1,IPSL-CM6A-LR:p1:1850:1900:historical,0.0,9
340,IPSL-CM6A-LR,r7i1p1f1_gn,historical,1850,1900,-1.1529814851049878,-6.547406315803528e-05,7,1,1,1,IPSL-CM6A-LR:p1:1850:1900:historical,0.0,9
341,IPSL-CM6A-LR,r8i1p1f1_gn,historical,1850,1900,-0.9978871164758516,6.44012913107872e-05,8,1,1,1,IPSL-CM6A-LR:p1:1850:1900:historical,0.0,9
342,IPSL-CM6A-LR,r9i1p1f1_gn,historical,1850,1900,-1.170813853444599,-0.00012022074311971665,9,1,1,1,IPSL-CM6A-LR:p1:1850:1900:historical,0.0,9
343,IPSL-CM6A-LR,r1i1p1f1_gn,historical,1900,1950,-0.9345960155810644,0.00023152668029069904,1,1,1,1,IPSL-CM6A-LR:p1:1900:1950:historical,19.2444562022425,9
344,IPSL-CM6A-LR,r2i1p1f1_gn,historical,1900,1950,-0.9806918973237088,0.000137939453125,2,1,1,1,IPSL-CM6A-LR:p1:1900:1950:historical,22.514103969386344,9
345,IPSL-CM6A-LR,r3i1p1f1_gn,historical,1900,1950,-0.9241701088699872,7.161460816860201e-05,3,1,1,1,IPSL-CM6A-LR:p1:1900:1950:historical,20.315683447751944,9
346,IPSL-CM6A-LR,r4i1p1f1_gn,historical,1900,1950,-0.7532188939113666,0.000169270820915699,4,1,1,1,IPSL-CM6A-LR:p1:1900:1950:historical,0.0,9
347,IPSL-CM6A-LR,r5i1p1f1_gn,historical,1900,1950,-0.7626178392397378,0.000157470703125,5,1,1,1,IPSL-CM6A-LR:p1:1900:1950:historical,0.0,9
348,IPSL-CM6A-LR,r6i1p1f1_gn,historical,1900,1950,-0.7203108170454016,0.000264078788459301,6,1,1,1,IPSL-CM6A-LR:p1:1900:1950:historical,0.0,9
349,IPSL-CM6A-LR,r7i1p1f1_gn,historical,1900,1950,-1.175941574495596,0.00020955402404069904,7,1,1,1,IPSL-CM6A-LR:p1:1900:1950:historical,0.0,9
350,IPSL-CM6A-LR,r8i1p1f1_gn,historical,1900,1950,-0.7547039555568631,0.0001806640625,8,1,1,1,IPSL-CM6A-LR:p1:1900:1950:historical,0.0,9
351,IPSL-CM6A-LR,r9i1p1f1_gn,historical,1900,1950,-0.851067075542403,0.000170491524040699,9,1,1,1,IPSL-CM6A-LR:p1:1900:1950:historical,0.0,9
352,IPSL-CM6A-LR,r1i1p1f1_gn,historical,1950,2000,-0.4988283867929795,0.0003023274801671505,1,1,1,1,IPSL-CM6A-LR:p1:1950:2000:historical,19.2444562022425,9
353,IPSL-CM6A-LR,r2i1p1f1_gn,historical,1950,2000,-0.5485821892233957,0.00043212890625,2,1,1,1,IPSL-CM6A-LR:p1:1950:2000:historical,22.514103969386344,9
354,IPSL-CM6A-LR,r3i1p1f1_gn,historical,1950,2000,-0.5943484910952748,0.000340576171875,3,1,1,1,IPSL-CM6A-LR:p1:1950:2000:historical,20.315683447751944,9
355,IPSL-CM6A-LR,r4i1p1f1_gn,historical,1950,2000,-0.44691186792715604,0.0003092447854578495,4,1,1,1,IPSL-CM6A-LR:p1:1950:2000:historical,0.0,9
356,IPSL-CM6A-LR,r5i1p1f1_gn,historical,1950,2000,-0.4260641534343108,0.000411376953125,5,1,1,1,IPSL-CM6A-LR:p1:1950:2000:historical,0.0,9
357,IPSL-CM6A-LR,r6i1p1f1_gn,historical,1950,2000,-0.5737467572580499,0.000369873046875,6,1,1,1,IPSL-CM6A-LR:p1:1950:2000:historical,0.0,9
358,IPSL-CM6A-LR,r7i1p1f1_gn,historical,1950,2000,-0.6157352796566897,0.000340169295668602,7,1,1,1,IPSL-CM6A-LR:p1:1950:2000:historical,0.0,9
359,IPSL-CM6A-LR,r8i1p1f1_gn,historical,1950,2000,-0.5473523707171921,0.000379231795668602,8,1,1,1,IPSL-CM6A-LR:p1:1950:2000:historical,0.0,9
360,IPSL-CM6A-LR,r9i1p1f1_gn,historical,1950,2000,-0.5087772319519104,0.00027587890625,9,1,1,1,IPSL-CM6A-LR:p1:1950:2000:historical,0.0,9
361,IPSL-CM6A-LR,r1i1p1f1_gn,historical,1992,2014,-0.05812668178396053,0.0011457963423295455,1,1,1,1,IPSL-CM6A-LR:p1:1992:2014:historical,19.2444562022425,9
362,IPSL-CM6A-LR,r2i1p1f1_gn,historical,1992,2014,-0.057402127030968586,0.0011226770214059136,2,1,1,1,IPSL-CM6A-LR:p1:1992:2014:historical,22.514103969386344,9
363,IPSL-CM6A-LR,r3i1p1f1_gn,historical,1992,2014,-0.055609656071339934,0.00129930895160545,3,1,1,1,IPSL-CM6A-LR:p1:1992:2014:historical,20.315683447751944,9
364,IPSL-CM6A-LR,r4i1p1f1_gn,historical,1992,2014,-0.0639338562453986,0.00126879137348045,4,1,1,1,IPSL-CM6A-LR:p1:1992:2014:historical,0.0,9
365,IPSL-CM6A-LR,r5i1p1f1_gn,historical,1992,2014,-0.056417553666676674,0.0013178045099431818,5,1,1,1,IPSL-CM6A-LR:p1:1992:2014:historical,0.0,9
366,IPSL-CM6A-LR,r6i1p1f1_gn,historical,1992,2014,-0.06326708033464001,0.0010866107927127318,6,1,1,1,IPSL-CM6A-LR:p1:1992:2014:historical,0.0,9
367,IPSL-CM6A-LR,r7i1p1f1_gn,historical,1992,2014,-0.05057027512702916,0.0011744643138213592,7,1,1,1,IPSL-CM6A-LR:p1:1992:2014:historical,0.0,9
368,IPSL-CM6A-LR,r8i1p1f1_gn,historical,1992,2014,-0.0621522101802725,0.0013436981561509044,8,1,1,1,IPSL-CM6A-LR:p1:1992:2014:historical,0.0,9
369,IPSL-CM6A-LR,r9i1p1f1_gn,historical,1992,2014,-0.05549253933668297,0.0008470940149643204,9,1,1,1,IPSL-CM6A-LR:p1:1992:2014:historical,0.0,9
370,IPSL-CM6A-LR-INCA,r1i1p1f1_gn,historical,1850,1900,-1.0730884402405536,-0.00046952679753303533,1,1,1,1,IPSL-CM6A-LR-INCA:p1:1850:1900:historical,0.0,1
371,IPSL-CM6A-LR-INCA,r1i1p1f1_gn,historical,1900,1950,-1.0923224430458165,0.000365804061293602,1,1,1,1,IPSL-CM6A-LR-INCA:p1:1900:1950:historical,0.0,1
372,IPSL-CM6A-LR-INCA,r1i1p1f1_gn,historical,1950,2000,-0.5980520684734074,0.0008837890625,1,1,1,1,IPSL-CM6A-LR-INCA:p1:1950:2000:historical,0.0,1
373,IPSL-CM6A-LR-INCA,r1i1p1f1_gn,historical,1992,2014,-0.058043079099775234,0.001833829012784091,1,1,1,1,IPSL-CM6A-LR-INCA:p1:1992:2014:historical,0.0,1
374,MCM-UA-1-0,r1i1p1f1_gn,historical,1850,1900,-1.1051931465477196,0.00015667557716369628,1,1,1,1,MCM-UA-1-0:p1:1850:1900:historical,0.0,1
375,MCM-UA-1-0,r1i1p1f1_gn,historical,1900,1950,-0.9003278326195527,0.00028689231723546984,1,1,1,1,MCM-UA-1-0:p1:1900:1950:historical,0.0,1
376,MCM-UA-1-0,r1i1p1f1_gn,historical,1950,2000,-0.5232340262217008,0.0004482724890112877,1,1,1,1,MCM-UA-1-0:p1:1950:2000:historical,0.0,1
377,MCM-UA-1-0,r1i1p1f1_gn,historical,1992,2014,-0.06619772817009563,0.0009382417933507401,1,1,1,1,MCM-UA-1-0:p1:1992:2014:historical,0.0,1
378,MIROC6,r1i1p1f1_gm,historical,1850,1900,-0.5902903823159704,-1.176314428448677e-05,1,1,1,1,MIROC6:p1:1850:1900:historical,120.08851754073827,1
379,MIROC6,r1i1p1f1_gm,historical,1900,1950,-0.5017175406123329,0.00012125650420784951,1,1,1,1,MIROC6:p1:1900:1950:historical,120.08851754073827,1
380,MIROC6,r1i1p1f1_gm,historical,1950,2000,-0.3708798446430137,0.00015665691345930098,1,1,1,1,MIROC6:p1:1950:2000:historical,120.08851754073827,1
381,MIROC6,r1i1p1f1_gm,historical,1992,2014,-0.03575023203296723,0.0010995575311509046,1,1,1,1,MIROC6:p1:1992:2014:historical,120.08851754073827,1
382,MPI-ESM-1-2-HAM,r1i1p1f1_gn,historical,1850,1900,-0.4541252074652675,-4.849523305892944e-05,1,1,1,1,MPI-ESM-1-2-HAM:p1:1850:1900:historical,0.0,1
383,MPI-ESM-1-2-HAM,r1i1p1f1_gn,historical,1900,1950,-0.4107237944448343,0.000280354805290699,1,1,1,1,MPI-ESM-1-2-HAM:p1:1900:1950:historical,0.0,1
384,MPI-ESM-1-2-HAM,r1i1p1f1_gn,historical,1950,2000,-0.41188175353454426,0.000486246757209301,1,1,1,1,MPI-ESM-1-2-HAM:p1:1950:2000:historical,0.0,1
385,MPI-ESM-1-2-HAM,r1i1p1f1_gn,historical,1992,2014,-0.04053023604308237,0.0012586189603263679,1,1,1,1,MPI-ESM-1-2-HAM:p1:1992:2014:historical,0.0,1
386,MPI-ESM1-2-HR,r1i1p1f1_gn,historical,1850,1900,-0.8275648415875594,-9.980171918869018e-05,1,1,1,1,MPI-ESM1-2-HR:p1:1850:1900:historical,356.84667051283367,1
387,MPI-ESM1-2-HR,r1i1p1f1_gn,historical,1900,1950,-0.6401962313661897,0.000284423865377903,1,1,1,1,MPI-ESM1-2-HR:p1:1900:1950:historical,356.84667051283367,1
388,MPI-ESM1-2-HR,r1i1p1f1_gn,historical,1950,2000,-0.4177565127520211,0.0005598958209156992,1,1,1,1,MPI-ESM1-2-HR:p1:1950:2000:historical,356.84667051283367,1
389,MPI-ESM1-2-HR,r1i1p1f1_gn,historical,1992,2014,-0.05580499297843744,0.001333525658331134,1,1,1,1,MPI-ESM1-2-HR:p1:1992:2014:historical,356.84667051283367,1
390,MPI-ESM1-2-LR,r1i1p1f1_gn,historical,1850,1900,-0.8862953480851274,0.00023717559874057768,1,1,1,1,MPI-ESM1-2-LR:p1:1850:1900:historical,118.6917248498675,1
391,MPI-ESM1-2-LR,r1i1p1f1_gn,historical,1900,1950,-0.7395266397430191,0.0003698872774839401,1,1,1,1,MPI-ESM1-2-LR:p1:1900:1950:historical,118.6917248498675,1
392,MPI-ESM1-2-LR,r1i1p1f1_gn,historical,1950,2000,-0.4801410966487083,0.000351276658475399,1,1,1,1,MPI-ESM1-2-LR:p1:1950:2000:historical,118.6917248498675,1
393,MPI-ESM1-2-LR,r1i1p1f1_gn,historical,1992,2014,-0.04471769308401008,0.0014779845421964474,1,1,1,1,MPI-ESM1-2-LR:p1:1992:2014:historical,118.6917248498675,1
394,MRI-ESM2-0,r1i1p1f1_gm,historical,1850,1900,-0.7077356322052992,-6.824839860200882e-05,1,1,1,1,MRI-ESM2-0:p1:1850:1900:historical,241.8681155421358,1
395,MRI-ESM2-0,r1i1p1f1_gm,historical,1900,1950,-0.583408741758717,0.000208740234375,1,1,1,1,MRI-ESM2-0:p1:1900:1950:historical,241.8681155421358,1
396,MRI-ESM2-0,r1i1p1f1_gm,historical,1950,2000,-0.4558369280780994,5.5338540114462376e-05,1,1,1,1,MRI-ESM2-0:p1:1950:2000:historical,241.8681155421358,1
397,MRI-ESM2-0,r1i1p1f1_gm,historical,1992,2014,-0.057598877004181766,0.0011152787642045457,1,1,1,1,MRI-ESM2-0:p1:1992:2014:historical,241.8681155421358,1
398,NESM3,r1i1p1f1_gn,historical,1850,1900,-0.8242466267370219,4.7132265754044065e-05,1,1,1,1,NESM3:p1:1850:1900:historical,91.76593906833287,1
399,NESM3,r1i1p1f1_gn,historical,1900,1950,-0.6911750522650095,-2.2334344685077667e-05,1,1,1,1,NESM3:p1:1900:1950:historical,91.76593906833287,1
400,NESM3,r1i1p1f1_gn,historical,1950,2000,-0.5086172761622834,-7.607361301779747e-05,1,1,1,1,NESM3:p1:1950:2000:historical,91.76593906833287,1
401,NESM3,r1i1p1f1_gn,historical,1992,2014,-0.08570777634099612,0.0009015232155268842,1,1,1,1,NESM3:p1:1992:2014:historical,91.76593906833287,1
402,NorESM2-LM,r1i1p1f1_gm,historical,1850,1900,-0.5841489508799782,3.72562650591135e-05,1,1,1,1,NorESM2-LM:p1:1850:1900:historical,356.84018296866685,1
403,NorESM2-LM,r1i1p1f1_gm,historical,1900,1950,-0.5190779709562321,9.029836393892764e-05,1,1,1,1,NorESM2-LM:p1:1900:1950:historical,356.84018296866685,1
404,NorESM2-LM,r1i1p1f1_gm,historical,1950,2000,-0.4820209212769555,-0.00019392456859350208,1,1,1,1,NorESM2-LM:p1:1950:2000:historical,356.84018296866685,1
405,NorESM2-LM,r1i1p1f1_gm,historical,1992,2014,-0.07437924569137523,0.0010215912691571496,1,1,1,1,NorESM2-LM:p1:1992:2014:historical,356.84018296866685,1
406,NorESM2-MM,r1i1p1f1_gm,historical,1850,1900,-0.4716461031428594,-0.00011493104510009286,1,1,1,1,NorESM2-MM:p1:1850:1900:historical,351.6651412572658,1
407,NorESM2-MM,r1i1p1f1_gm,historical,1900,1950,-0.4679974663966959,-4.313150886446238e-05,1,1,1,1,NorESM2-MM:p1:1900:1950:historical,351.6651412572658,1
408,NorESM2-MM,r1i1p1f1_gm,historical,1950,2000,-0.3870034382127869,7.649739272892476e-05,1,1,1,1,NorESM2-MM:p1:1950:2000:historical,351.6651412572658,1
409,NorESM2-MM,r1i1p1f1_gm,historical,1992,2014,-0.028543750145104237,0.0010588675398718226,1,1,1,1,NorESM2-MM:p1:1992:2014:historical,351.6651412572658,1
410,SAM0-UNICON,r1i1p1f1_gn,historical,1850,1900,-0.6469212985734885,-3.3935545943677425e-05,1,1,1,1,SAM0-UNICON:p1:1850:1900:historical,0.0,1
411,SAM0-UNICON,r1i1p1f1_gn,historical,1900,1950,-0.6103655920807114,-2.9296875e-05,1,1,1,1,SAM0-UNICON:p1:1900:1950:historical,0.0,1
412,SAM0-UNICON,r1i1p1f1_gn,historical,1950,2000,-0.475112820887432,0.00010050456039607525,1,1,1,1,SAM0-UNICON:p1:1950:2000:historical,0.0,1
413,SAM0-UNICON,r1i1p1f1_gn,historical,1992,2014,-0.06348390377240776,0.0013982599431818182,1,1,1,1,SAM0-UNICON:p1:1992:2014:historical,0.0,1
414,UKESM1-0-LL,r10i1p1f2_gn,historical,1850,1900,-0.8222378881235954,3.824869869276881e-05,10,1,1,2,UKESM1-0-LL:p1:1850:1900:historical,0.0,17
415,UKESM1-0-LL,r11i1p1f2_gn,historical,1850,1900,-0.6055728942665723,-4.808814264833927e-07,11,1,1,2,UKESM1-0-LL:p1:1850:1900:historical,0.0,17
416,UKESM1-0-LL,r12i1p1f2_gn,historical,1850,1900,-0.5770180789331221,7.509179413318634e-06,12,1,1,2,UKESM1-0-LL:p1:1850:1900:historical,0.0,17
417,UKESM1-0-LL,r13i1p1f2_gn,historical,1850,1900,-0.5527305852257314,-4.0934248827397826e-05,13,1,1,2,UKESM1-0-LL:p1:1850:1900:historical,0.0,17
418,UKESM1-0-LL,r16i1p1f2_gn,historical,1850,1900,-0.7164186023884441,-4.59428271278739e-05,16,1,1,2,UKESM1-0-LL:p1:1850:1900:historical,0.0,17
419,UKESM1-0-LL,r17i1p1f2_gn,historical,1850,1900,-0.6429981924597996,2.999970223754645e-05,17,1,1,2,UKESM1-0-LL:p1:1850:1900:historical,0.0,17
420,UKESM1-0-LL,r18i1p1f2_gn,historical,1850,1900,-0.7260097713452751,-0.0001966811716556549,18,1,1,2,UKESM1-0-LL:p1:1850:1900:historical,0.0,17
421,UKESM1-0-LL,r19i1p1f2_gn,historical,1850,1900,-0.6225589968514669,-0.00010842062532901763,19,1,1,2,UKESM1-0-LL:p1:1850:1900:historical,0.0,17
422,UKESM1-0-LL,r1i1p1f2_gn,historical,1850,1900,-0.6879773285602369,-7.287227548658846e-05,1,1,1,2,UKESM1-0-LL:p1:1850:1900:historical,1.3450841750031743,17
423,UKESM1-0-LL,r2i1p1f2_gn,historical,1850,1900,-0.5082653506219685,-3.103544935584068e-05,2,1,1,2,UKESM1-0-LL:p1:1850:1900:historical,1.0300572072476486,17
424,UKESM1-0-LL,r3i1p1f2_gn,historical,1850,1900,-0.6642173146821051,-0.0001215154491364956,3,1,1,2,UKESM1-0-LL:p1:1850:1900:historical,1.3923457585014458,17
425,UKESM1-0-LL,r4i1p1f2_gn,historical,1850,1900,-0.5797600779430354,-3.5881274379789832e-06,4,1,1,2,UKESM1-0-LL:p1:1850:1900:historical,1.3224644408258386,17
426,UKESM1-0-LL,r5i1p1f3_gn,historical,1850,1900,-0.7353572447895544,-5.075165536254645e-05,5,1,1,3,UKESM1-0-LL:p1:1850:1900:historical,0.0,17
427,UKESM1-0-LL,r6i1p1f3_gn,historical,1850,1900,-0.6694258019959989,-6.551106926053763e-05,6,1,1,3,UKESM1-0-LL:p1:1850:1900:historical,0.0,17
428,UKESM1-0-LL,r7i1p1f3_gn,historical,1850,1900,-0.5099733148987298,-1.764470711350441e-05,7,1,1,3,UKESM1-0-LL:p1:1850:1900:historical,0.0,17
429,UKESM1-0-LL,r8i1p1f2_gn,historical,1850,1900,-0.7697549470370291,-1.561020500957966e-05,8,1,1,2,UKESM1-0-LL:p1:1850:1900:historical,1.7744851980872705,17
430,UKESM1-0-LL,r9i1p1f2_gn,historical,1850,1900,-0.5955299404789116,0.000277506485581398,9,1,1,2,UKESM1-0-LL:p1:1850:1900:historical,0.0,17
431,UKESM1-0-LL,r10i1p1f2_gn,historical,1900,1950,-0.7815913838813344,-4.842122085392475e-05,10,1,1,2,UKESM1-0-LL:p1:1900:1950:historical,0.0,17
432,UKESM1-0-LL,r11i1p1f2_gn,historical,1900,1950,-0.5098507130367125,3.9469399489462375e-05,11,1,1,2,UKESM1-0-LL:p1:1900:1950:historical,0.0,17
433,UKESM1-0-LL,r12i1p1f2_gn,historical,1900,1950,-0.5701030719349661,-0.0002461751364171505,12,1,1,2,UKESM1-0-LL:p1:1900:1950:historical,0.0,17
434,UKESM1-0-LL,r13i1p1f2_gn,historical,1900,1950,-0.5183329301085564,6.510419771075249e-06,13,1,1,2,UKESM1-0-LL:p1:1900:1950:historical,0.0,17
435,UKESM1-0-LL,r16i1p1f2_gn,historical,1900,1950,-0.7336400360077846,1.0172529146075247e-05,16,1,1,2,UKESM1-0-LL:p1:1900:1950:historical,0.0,17
436,UKESM1-0-LL,r17i1p1f2_gn,historical,1900,1950,-0.8882965996346002,-2.197265625e-05,17,1,1,2,UKESM1-0-LL:p1:1900:1950:historical,0.0,17
437,UKESM1-0-LL,r18i1p1f2_gn,historical,1900,1950,-0.7176432405305491,3.8248696364462374e-05,18,1,1,2,UKESM1-0-LL:p1:1900:1950:historical,0.0,17
438,UKESM1-0-LL,r19i1p1f2_gn,historical,1900,1950,-0.6672894038645723,-6.0221357271075244e-05,19,1,1,2,UKESM1-0-LL:p1:1900:1950:historical,0.0,17
439,UKESM1-0-LL,r1i1p1f2_gn,historical,1900,1950,-0.7260606242307972,4.069010319653899e-06,1,1,1,2,UKESM1-0-LL:p1:1900:1950:historical,1.3450841750031743,17
440,UKESM1-0-LL,r2i1p1f2_gn,historical,1900,1950,-0.4255999248974263,4.0690102614462376e-05,2,1,1,2,UKESM1-0-LL:p1:1900:1950:historical,1.0300572072476486,17
441,UKESM1-0-LL,r3i1p1f2_gn,historical,1900,1950,-0.556048707679281,3.011067630723119e-05,3,1,1,2,UKESM1-0-LL:p1:1900:1950:historical,1.3923457585014458,17
442,UKESM1-0-LL,r4i1p1f2_gn,historical,1900,1950,-0.6173952654989421,-2.848307136446238e-05,4,1,1,2,UKESM1-0-LL:p1:1900:1950:historical,1.3224644408258386,17
443,UKESM1-0-LL,r5i1p1f3_gn,historical,1900,1950,-0.5472303767342055,-1.2613930739462375e-05,5,1,1,3,UKESM1-0-LL:p1:1900:1950:historical,0.0,17
444,UKESM1-0-LL,r6i1p1f3_gn,historical,1900,1950,-0.5688792919958132,-5.4931640625e-05,6,1,1,3,UKESM1-0-LL:p1:1900:1950:historical,0.0,17
445,UKESM1-0-LL,r7i1p1f3_gn,historical,1900,1950,-0.5628308259348955,-2.44140625e-05,7,1,1,3,UKESM1-0-LL:p1:1900:1950:historical,0.0,17
446,UKESM1-0-LL,r8i1p1f2_gn,historical,1900,1950,-0.7729170941779557,-4.5572915114462374e-05,8,1,1,2,UKESM1-0-LL:p1:1900:1950:historical,1.7744851980872705,17
447,UKESM1-0-LL,r9i1p1f2_gn,historical,1900,1950,-0.4941646716434889,0.000416666679084301,9,1,1,2,UKESM1-0-LL:p1:1900:1950:historical,0.0,17
448,UKESM1-0-LL,r10i1p1f2_gn,historical,1950,2000,-0.7457252585566607,9.358723182231187e-06,10,1,1,2,UKESM1-0-LL:p1:1950:2000:historical,0.0,17
449,UKESM1-0-LL,r11i1p1f2_gn,historical,1950,2000,-0.5430804194296002,-4.0690102614462376e-05,11,1,1,2,UKESM1-0-LL:p1:1950:2000:historical,0.0,17
450,UKESM1-0-LL,r12i1p1f2_gn,historical,1950,2000,-0.619700703184435,-3.98763082921505e-05,12,1,1,2,UKESM1-0-LL:p1:1950:2000:historical,0.0,17
451,UKESM1-0-LL,r13i1p1f2_gn,historical,1950,2000,-0.4587782515631034,6.9580078125e-05,13,1,1,2,UKESM1-0-LL:p1:1950:2000:historical,0.0,17
452,UKESM1-0-LL,r16i1p1f2_gn,historical,1950,2000,-0.7114160057061554,7.60904885828495e-05,16,1,1,2,UKESM1-0-LL:p1:1950:2000:historical,0.0,17
453,UKESM1-0-LL,r17i1p1f2_gn,historical,1950,2000,-0.7223494825024659,-8.544921875e-06,17,1,1,2,UKESM1-0-LL:p1:1950:2000:historical,0.0,17
454,UKESM1-0-LL,r18i1p1f2_gn,historical,1950,2000,-0.7105681805522295,4.0690102614462376e-05,18,1,1,2,UKESM1-0-LL:p1:1950:2000:historical,0.0,17
455,UKESM1-0-LL,r19i1p1f2_gn,historical,1950,2000,-0.5695393596979557,8.7890625e-05,19,1,1,2,UKESM1-0-LL:p1:1950:2000:historical,0.0,17
456,UKESM1-0-LL,r1i1p1f2_gn,historical,1950,2000,-0.7473271679746176,-2.9296875e-05,1,1,1,2,UKESM1-0-LL:p1:1950:2000:historical,1.3450841750031743,17
457,UKESM1-0-LL,r2i1p1f2_gn,historical,1950,2000,-0.5034627790909667,-2.7669270057231188e-05,2,1,1,2,UKESM1-0-LL:p1:1950:2000:historical,1.0300572072476486,17
458,UKESM1-0-LL,r3i1p1f2_gn,historical,1950,2000,-0.5625725047859191,-1.5055336989462376e-05,3,1,1,2,UKESM1-0-LL:p1:1950:2000:historical,1.3923457585014458,17
459,UKESM1-0-LL,r4i1p1f2_gn,historical,1950,2000,-0.6355028898853448,1.220703125e-06,4,1,1,2,UKESM1-0-LL:p1:1950:2000:historical,1.3224644408258386,17
460,UKESM1-0-LL,r5i1p1f3_gn,historical,1950,2000,-0.7036407236778928,-7.893879897892475e-05,5,1,1,3,UKESM1-0-LL:p1:1950:2000:historical,0.0,17
461,UKESM1-0-LL,r6i1p1f3_gn,historical,1950,2000,-0.5632786087934392,-5.0862631760537624e-05,6,1,1,3,UKESM1-0-LL:p1:1950:2000:historical,0.0,17
