,model,run,scenario,startyr,endyr,Tavg,dSdt,r,i,p,f,model_key,probability_weight,counts
162,CanESM5,r3i1p1f1_gn,historical,1992,2014,-0.08934724866145416,0.001563794572244991,3,1,1,1,CanESM5:p1:1992:2014:historical,0.41743333554415457,35
163,CanESM5,r3i1p2f1_gn,historical,1992,2014,-0.09742039928744363,0.0016969621858813546,3,1,2,1,CanESM5:p1:1992:2014:historical,0.416764134967413,35
164,CanESM5,r4i1p1f1_gn,historical,1992,2014,-0.10033181301793093,0.0017505992542613635,4,1,1,1,CanESM5:p1:1992:2014:historical,0.6228991975719911,35
165,CanESM5,r4i1p2f1_gn,historical,1992,2014,-0.07864922364223048,0.0017173073508522727,4,1,2,1,CanESM5:p1:1992:2014:historical,0.4713047891454392,35
166,CanESM5,r5i1p1f1_gn,historical,1992,2014,-0.08035332832537279,0.0016433254561641,5,1,1,1,CanESM5:p1:1992:2014:historical,0.4635417521098657,35
167,CanESM5,r5i1p2f1_gn,historical,1992,2014,-0.11009675593521706,0.0015693432228131726,5,1,2,1,CanESM5:p1:1992:2014:historical,0.47560552187911986,35
168,CanESM5,r6i1p1f1_gn,historical,1992,2014,-0.07042641859982267,0.0017459753223440866,6,1,1,1,CanESM5:p1:1992:2014:historical,0.0,35
169,CanESM5,r6i1p2f1_gn,historical,1992,2014,-0.08604586758173127,0.0016026352955536408,6,1,2,1,CanESM5:p1:1992:2014:historical,0.4226467726559676,35
170,CanESM5,r7i1p1f1_gn,historical,1992,2014,-0.07773948065175773,0.0016553474759513679,7,1,1,1,CanESM5:p1:1992:2014:historical,0.0,35
171,CanESM5,r7i1p2f1_gn,historical,1992,2014,-0.06813137878623365,0.0015471486205404456,7,1,2,1,CanESM5:p1:1992:2014:historical,0.47838922131821365,35
172,CanESM5,r8i1p1f1_gn,historical,1992,2014,-0.091033607539714,0.0016830907287922773,8,1,1,1,CanESM5:p1:1992:2014:historical,0.6402702432630811,35
173,CanESM5,r8i1p2f1_gn,historical,1992,2014,-0.06826757119063133,0.0017579975114627318,8,1,2,1,CanESM5:p1:1992:2014:historical,0.3870952412069563,35
174,CanESM5,r9i1p1f1_gn,historical,1992,2014,-0.08752991438893787,0.0016969623552127318,9,1,1,1,CanESM5:p1:1992:2014:historical,0.0,35
175,CanESM5,r9i1p2f1_gn,historical,1992,2014,-0.10127828430677256,0.0012567693536931818,9,1,2,1,CanESM5:p1:1992:2014:historical,0.5556320477880918,35
176,CESM2,r11i1p1f1_gr,historical,1850,1900,-0.7112384436493926,5.741005763411522e-05,11,1,1,1,CESM2:p1:1850:1900:historical,0.0,5
177,CESM2,r2i1p1f1_gr,historical,1850,1900,-0.9707167463753308,0.000131429024040699,2,1,1,1,CESM2:p1:1850:1900:historical,0.0,5
178,CESM2,r4i1p1f1_gr,historical,1850,1900,-0.8951737446750485,0.00016324132680892945,4,1,1,1,CESM2:p1:1850:1900:historical,0.0,5
179,CESM2,r6i1p1f1_gr,historical,1850,1900,-0.9478895424765028,0.00023670546710491183,6,1,1,1,CESM2:p1:1850:1900:historical,0.0,5
180,CESM2,r8i1p1f1_gr,historical,1850,1900,-0.8671332456613072,0.000612386018037796,8,1,1,1,CESM2:p1:1850:1900:historical,0.0,5
181,CESM2,r11i1p1f1_gr,historical,1900,1950,-0.6549944883457215,0.00014404296875,11,1,1,1,CESM2:p1:1900:1950:historical,0.0,5
182,CESM2,r2i1p1f1_gr,historical,1900,1950,-0.8488823090773963,0.000143229179084301,2,1,1,1,CESM2:p1:1900:1950:historical,0.0,5
183,CESM2,r4i1p1f1_gr,historical,1900,1950,-0.7560351737334939,0.0001957193948328495,4,1,1,1,CESM2:p1:1900:1950:historical,0.0,5
184,CESM2,r6i1p1f1_gr,historical,1900,1950,-0.8150037800622272,0.0001904296875,6,1,1,1,CESM2:p1:1900:1950:historical,0.0,5
185,CESM2,r8i1p1f1_gr,historical,1900,1950,-0.7184977053764214,0.000873209685087204,8,1,1,1,CESM2:p1:1900:1950:historical,0.0,5
186,CESM2,r11i1p1f1_gr,historical,1950,2000,-0.5152400949423281,0.00015869140625,11,1,1,1,CESM2:p1:1950:2000:historical,0.0,5
187,CESM2,r2i1p1f1_gr,historical,1950,2000,-0.6408158672169861,0.000208740234375,2,1,1,1,CESM2:p1:1950:2000:historical,0.0,5
188,CESM2,r4i1p1f1_gr,historical,1950,2000,-0.5243329747474377,0.00029012044891715046,4,1,1,1,CESM2:p1:1950:2000:historical,0.0,5
189,CESM2,r6i1p1f1_gr,historical,1950,2000,-0.6448205595768854,0.0002400716207921505,6,1,1,1,CESM2:p1:1950:2000:historical,0.0,5
190,CESM2,r8i1p1f1_gr,historical,1950,2000,-0.5853089760890953,0.001352132111787796,8,1,1,1,CESM2:p1:1950:2000:historical,0.0,5
191,CESM2,r11i1p1f1_gr,historical,1992,2014,-0.06291595688696816,0.0013316761363636365,11,1,1,1,CESM2:p1:1992:2014:historical,0.0,5
192,CESM2,r2i1p1f1_gr,historical,1992,2014,-0.08085667816493469,0.0012983842329545455,2,1,1,1,CESM2:p1:1992:2014:historical,0.0,5
193,CESM2,r4i1p1f1_gr,historical,1992,2014,-0.054120916590989054,0.0012549197470599954,4,1,1,1,CESM2:p1:1992:2014:historical,0.0,5
194,CESM2,r6i1p1f1_gr,historical,1992,2014,-0.06309194252230554,0.0015018348666754635,6,1,1,1,CESM2:p1:1992:2014:historical,0.0,5
195,CESM2,r8i1p1f1_gr,historical,1992,2014,-0.063593351294287,0.0024330832741477275,8,1,1,1,CESM2:p1:1992:2014:historical,0.0,5
196,CIESM,r1i1p1f1_gn,historical,1850,1900,-1.209504024469254,0.0004305383563041687,1,1,1,1,CIESM:p1:1850:1900:historical,49.50587982769055,1
197,CIESM,r1i1p1f1_gn,historical,1900,1950,-0.9317298020798148,0.0007145182043313981,1,1,1,1,CIESM:p1:1900:1950:historical,49.50587982769055,1
198,CIESM,r1i1p1f1_gn,historical,1950,2000,-0.5067673330003686,0.000763346329331398,1,1,1,1,CIESM:p1:1950:2000:historical,49.50587982769055,1
199,CIESM,r1i1p1f1_gn,historical,1992,2014,-0.06408262355142824,0.001854174177755009,1,1,1,1,CIESM:p1:1992:2014:historical,49.50587982769055,1
200,CMCC-CM2-SR5,r1i1p1f1_gn,historical,1850,1900,-1.1084295897591687,0.00038907140493392943,1,1,1,1,CMCC-CM2-SR5:p1:1850:1900:historical,114.03990180883473,1
201,CMCC-CM2-SR5,r1i1p1f1_gn,historical,1900,1950,-0.9934243699227068,0.0006591796875,1,1,1,1,CMCC-CM2-SR5:p1:1900:1950:historical,114.03990180883473,1
202,CMCC-CM2-SR5,r1i1p1f1_gn,historical,1950,2000,-0.6241865746335975,0.000814208984375,1,1,1,1,CMCC-CM2-SR5:p1:1950:2000:historical,114.03990180883473,1
203,CMCC-CM2-SR5,r1i1p1f1_gn,historical,1992,2014,-0.08586229979613336,0.0017579973421313546,1,1,1,1,CMCC-CM2-SR5:p1:1992:2014:historical,114.03990180883473,1
204,CNRM-ESM2-1,r5i1p1f2_gn,historical,1850,1900,-0.5359357678573815,2.1676737815141682e-05,5,1,1,2,CNRM-ESM2-1:p1:1850:1900:historical,0.0,1
205,CNRM-ESM2-1,r5i1p1f2_gn,historical,1900,1950,-0.550837685287604,-3.946940414607525e-05,5,1,1,2,CNRM-ESM2-1:p1:1900:1950:historical,0.0,1
206,CNRM-ESM2-1,r5i1p1f2_gn,historical,1950,2000,-0.5372831124564073,-0.00013142904266715048,5,1,1,2,CNRM-ESM2-1:p1:1950:2000:historical,0.0,1
207,CNRM-ESM2-1,r5i1p1f2_gn,historical,1992,2014,-0.042780455790136784,0.0009811863472515886,5,1,1,2,CNRM-ESM2-1:p1:1992:2014:historical,0.0,1
208,E3SM-1-1,r1i1p1f1_gr,historical,1850,1900,-0.4792215045561079,6.255178246647119e-05,1,1,1,1,E3SM-1-1:p1:1850:1900:historical,0.9517652485092304,1
209,E3SM-1-1,r1i1p1f1_gr,historical,1900,1950,-0.5214428527045811,5.167643539607525e-05,1,1,1,1,E3SM-1-1:p1:1900:1950:historical,0.9517652485092304,1
210,E3SM-1-1,r1i1p1f1_gr,historical,1950,2000,-0.5469366942774627,-3.7434895057231186e-05,1,1,1,1,E3SM-1-1:p1:1950:2000:historical,0.9517652485092304,1
211,E3SM-1-1,r1i1p1f1_gr,historical,1992,2014,-0.06214463298482543,0.0010921594432809136,1,1,1,1,E3SM-1-1:p1:1992:2014:historical,0.9517652485092304,1
212,E3SM-1-1-ECA,r1i1p1f1_gr,historical,1850,1900,-0.6075594368397788,8.981421589851379e-05,1,1,1,1,E3SM-1-1-ECA:p1:1850:1900:historical,0.0,1
213,E3SM-1-1-ECA,r1i1p1f1_gr,historical,1900,1950,-0.6494602519229602,0.00044067379087209697,1,1,1,1,E3SM-1-1-ECA:p1:1900:1950:historical,0.0,1
214,E3SM-1-1-ECA,r1i1p1f1_gr,historical,1950,2000,-0.5786557798633112,0.0004052734375,1,1,1,1,E3SM-1-1-ECA:p1:1950:2000:historical,0.0,1
215,E3SM-1-1-ECA,r1i1p1f1_gr,historical,1992,2014,-0.07436249954537287,0.0013547954572872682,1,1,1,1,E3SM-1-1-ECA:p1:1992:2014:historical,0.0,1
216,EC-Earth3-CC,r1i1p1f1_gn,historical,1850,1900,-1.4027734797650169,0.00035859085619449615,1,1,1,1,EC-Earth3-CC:p1:1850:1900:historical,222.07785382158517,1
217,EC-Earth3-CC,r1i1p1f1_gn,historical,1900,1950,-1.289769774181195,0.00047403968870639806,1,1,1,1,EC-Earth3-CC:p1:1900:1950:historical,222.07785382158517,1
218,EC-Earth3-CC,r1i1p1f1_gn,historical,1950,2000,-0.6551007325431897,0.00057861328125,1,1,1,1,EC-Earth3-CC:p1:1950:2000:historical,222.07785382158517,1
219,EC-Earth3-CC,r1i1p1f1_gn,historical,1992,2014,-0.08047753976194373,0.0016294536604122682,1,1,1,1,EC-Earth3-CC:p1:1992:2014:historical,222.07785382158517,1
220,EC-Earth3-Veg,r1i1p1f1_gn,historical,1850,1900,-1.3220684628331585,0.00018687859177589412,1,1,1,1,EC-Earth3-Veg:p1:1850:1900:historical,113.97248102016506,1
221,EC-Earth3-Veg,r1i1p1f1_gn,historical,1900,1950,-0.9575471467827584,0.000404459610581398,1,1,1,1,EC-Earth3-Veg:p1:1900:1950:historical,113.97248102016506,1
222,EC-Earth3-Veg,r1i1p1f1_gn,historical,1950,2000,-0.6350626173507976,0.000677083358168602,1,1,1,1,EC-Earth3-Veg:p1:1950:2000:historical,113.97248102016506,1
223,EC-Earth3-Veg,r1i1p1f1_gn,historical,1992,2014,-0.07167544548985916,0.0013779149475422773,1,1,1,1,EC-Earth3-Veg:p1:1992:2014:historical,113.97248102016506,1
224,FGOALS-f3-L,r1i1p1f1_gn,historical,1850,1900,-1.0877670296077897,-0.00182861328125,1,1,1,1,FGOALS-f3-L:p1:1850:1900:historical,285.09729440447006,1
225,FGOALS-f3-L,r1i1p1f1_gn,historical,1900,1950,-0.9310056269383722,-0.001368815004825592,1,1,1,1,FGOALS-f3-L:p1:1900:1950:historical,285.09729440447006,1
226,FGOALS-f3-L,r1i1p1f1_gn,historical,1950,2000,-0.5852133383938279,-0.001022542342543602,1,1,1,1,FGOALS-f3-L:p1:1950:2000:historical,285.09729440447006,1
227,FGOALS-f3-L,r1i1p1f1_gn,historical,1992,2014,-0.04601555278094338,-0.0002108487215909091,1,1,1,1,FGOALS-f3-L:p1:1992:2014:historical,285.09729440447006,1
228,FGOALS-g3,r1i1p1f1_gn,historical,1950,2000,-0.5582987695383963,0.000673828125,1,1,1,1,FGOALS-g3:p1:1950:2000:historical,321.1098298255162,1
229,FGOALS-g3,r1i1p1f1_gn,historical,1992,2014,-0.07632820193578027,0.0015425248579545455,1,1,1,1,FGOALS-g3:p1:1992:2014:historical,321.1098298255162,1
230,FIO-ESM-2-0,r1i1p1f1_gn,historical,1850,1900,-1.1764135636752826,0.00042613640427589415,1,1,1,1,FIO-ESM-2-0:p1:1850:1900:historical,119.297834606498,1
231,FIO-ESM-2-0,r1i1p1f1_gn,historical,1900,1950,-0.987799897210948,0.000603841133415699,1,1,1,1,FIO-ESM-2-0:p1:1900:1950:historical,119.297834606498,1
232,FIO-ESM-2-0,r1i1p1f1_gn,historical,1950,2000,-0.5857725678836232,0.000601399764418602,1,1,1,1,FIO-ESM-2-0:p1:1950:2000:historical,119.297834606498,1
233,FIO-ESM-2-0,r1i1p1f1_gn,historical,1992,2014,-0.05728763274333915,0.0016923384232954545,1,1,1,1,FIO-ESM-2-0:p1:1992:2014:historical,119.297834606498,1
234,GFDL-CM4,r1i1p1f1_gn,historical,1850,1900,-0.7184561893076875,0.0002655954286456108,1,1,1,1,GFDL-CM4:p1:1850:1900:historical,152.82449992165647,1
235,GFDL-CM4,r1i1p1f1_gn,historical,1900,1950,-0.7009949573859444,0.00017415367066860198,1,1,1,1,GFDL-CM4:p1:1900:1950:historical,152.82449992165647,1
236,GFDL-CM4,r1i1p1f1_gn,historical,1950,2000,-0.5698199534917876,0.000419514961540699,1,1,1,1,GFDL-CM4:p1:1950:2000:historical,152.82449992165647,1
237,GFDL-CM4,r1i1p1f1_gn,historical,1992,2014,-0.07555497005012057,0.00126416761089455,1,1,1,1,GFDL-CM4:p1:1992:2014:historical,152.82449992165647,1
238,GFDL-ESM4,r1i1p1f1_gn,historical,1850,1900,-0.6213635437302969,-1.8902383744716643e-05,1,1,1,1,GFDL-ESM4:p1:1850:1900:historical,360.7795003589308,1
239,GFDL-ESM4,r1i1p1f1_gn,historical,1900,1950,-0.40670381398115296,0.0002921549417078495,1,1,1,1,GFDL-ESM4:p1:1900:1950:historical,360.7795003589308,1
240,GFDL-ESM4,r1i1p1f1_gn,historical,1950,2000,-0.4321437829392494,0.00026326496154069904,1,1,1,1,GFDL-ESM4:p1:1950:2000:historical,360.7795003589308,1
241,GFDL-ESM4,r1i1p1f1_gn,historical,1992,2014,-0.0732670057714131,0.00123827379535545,1,1,1,1,GFDL-ESM4:p1:1992:2014:historical,360.7795003589308,1
242,GISS-E2-1-G,r10i1p1f1_gn,historical,1850,1900,-0.6847377844030121,2.171371132135391e-05,10,1,1,1,GISS-E2-1-G:p1:1850:1900:historical,0.0,10
243,GISS-E2-1-G,r1i1p1f1_gn,historical,1850,1900,-0.6701585783718542,1.3353750109672544e-05,1,1,1,1,GISS-E2-1-G:p1:1850:1900:historical,0.0,10
244,GISS-E2-1-G,r2i1p1f1_gn,historical,1850,1900,-0.7156207890939754,8.433945477008821e-05,2,1,1,1,GISS-E2-1-G:p1:1850:1900:historical,0.0,10
245,GISS-E2-1-G,r3i1p1f1_gn,historical,1850,1900,-0.7769761483846196,0.00011263757944107055,3,1,1,1,GISS-E2-1-G:p1:1850:1900:historical,0.0,10
246,GISS-E2-1-G,r4i1p1f1_gn,historical,1850,1900,-0.6966733905592832,1.220703125e-05,4,1,1,1,GISS-E2-1-G:p1:1850:1900:historical,0.0,10
247,GISS-E2-1-G,r5i1p1f1_gn,historical,1850,1900,-0.7103881082921362,-7.398426532745361e-08,5,1,1,1,GISS-E2-1-G:p1:1850:1900:historical,0.0,10
248,GISS-E2-1-G,r6i1p1f1_gn,historical,1850,1900,-0.7308234483233491,1.2724921107292176e-05,6,1,1,1,GISS-E2-1-G:p1:1850:1900:historical,0.0,10
249,GISS-E2-1-G,r7i1p1f1_gn,historical,1850,1900,-0.7501702344556519,3.680601716041565e-05,7,1,1,1,GISS-E2-1-G:p1:1850:1900:historical,0.0,10
250,GISS-E2-1-G,r8i1p1f1_gn,historical,1850,1900,-0.7574937921613127,-1.0357424616813659e-06,8,1,1,1,GISS-E2-1-G:p1:1850:1900:historical,0.0,10
251,GISS-E2-1-G,r9i1p1f1_gn,historical,1850,1900,-0.7317513261295403,-6.240382790565491e-05,9,1,1,1,GISS-E2-1-G:p1:1850:1900:historical,0.0,10
252,GISS-E2-1-G,r10i1p1f1_gn,historical,1900,1950,-0.583097891016962,0.000267740860581398,10,1,1,1,GISS-E2-1-G:p1:1900:1950:historical,0.0,10
253,GISS-E2-1-G,r1i1p1f1_gn,historical,1900,1950,-0.5616533870672242,0.000295410118997097,1,1,1,1,GISS-E2-1-G:p1:1900:1950:historical,0.0,10
254,GISS-E2-1-G,r2i1p1f1_gn,historical,1900,1950,-0.6361114348658816,0.000251057930290699,2,1,1,1,GISS-E2-1-G:p1:1900:1950:historical,0.0,10
255,GISS-E2-1-G,r3i1p1f1_gn,historical,1900,1950,-0.6683411130256331,0.000158284492790699,3,1,1,1,GISS-E2-1-G:p1:1900:1950:historical,0.0,10
256,GISS-E2-1-G,r4i1p1f1_gn,historical,1900,1950,-0.5654045169558799,0.000216878242790699,4,1,1,1,GISS-E2-1-G:p1:1900:1950:historical,0.0,10
257,GISS-E2-1-G,r5i1p1f1_gn,historical,1900,1950,-0.5881949904473913,0.00027058918029069904,5,1,1,1,GISS-E2-1-G:p1:1900:1950:historical,0.0,10
258,GISS-E2-1-G,r6i1p1f1_gn,historical,1900,1950,-0.6108734915420655,0.000235188789665699,6,1,1,1,GISS-E2-1-G:p1:1900:1950:historical,0.0,10
259,GISS-E2-1-G,r7i1p1f1_gn,historical,1900,1950,-0.5968417997945608,0.00022013347595930099,7,1,1,1,GISS-E2-1-G:p1:1900:1950:historical,0.0,10
260,GISS-E2-1-G,r8i1p1f1_gn,historical,1900,1950,-0.6730602714812335,0.000234375,8,1,1,1,GISS-E2-1-G:p1:1900:1950:historical,0.0,10
261,GISS-E2-1-G,r9i1p1f1_gn,historical,1900,1950,-0.6306000834781003,0.000165608711540699,9,1,1,1,GISS-E2-1-G:p1:1900:1950:historical,0.0,10
262,GISS-E2-1-G,r10i1p1f1_gn,historical,1950,2000,-0.4255883339743605,0.000335286483168602,10,1,1,1,GISS-E2-1-G:p1:1950:2000:historical,0.0,10
263,GISS-E2-1-G,r1i1p1f1_gn,historical,1950,2000,-0.4689708672690927,0.000379638671875,1,1,1,1,GISS-E2-1-G:p1:1950:2000:historical,0.0,10
264,GISS-E2-1-G,r2i1p1f1_gn,historical,1950,2000,-0.41612382132132103,0.000347493514418602,2,1,1,1,GISS-E2-1-G:p1:1950:2000:historical,0.0,10
265,GISS-E2-1-G,r3i1p1f1_gn,historical,1950,2000,-0.5015825200904374,0.000378824882209301,3,1,1,1,GISS-E2-1-G:p1:1950:2000:historical,0.0,10
266,GISS-E2-1-G,r4i1p1f1_gn,historical,1950,2000,-0.4926641272905386,0.000423990897834301,4,1,1,1,GISS-E2-1-G:p1:1950:2000:historical,0.0,10
267,GISS-E2-1-G,r5i1p1f1_gn,historical,1950,2000,-0.4650991058683189,0.0003466796875,5,1,1,1,GISS-E2-1-G:p1:1950:2000:historical,0.0,10
268,GISS-E2-1-G,r6i1p1f1_gn,historical,1950,2000,-0.5039842552137657,0.000322672538459301,6,1,1,1,GISS-E2-1-G:p1:1950:2000:historical,0.0,10
269,GISS-E2-1-G,r7i1p1f1_gn,historical,1950,2000,-0.4627143649671552,0.000395100936293602,7,1,1,1,GISS-E2-1-G:p1:1950:2000:historical,0.0,10
270,GISS-E2-1-G,r8i1p1f1_gn,historical,1950,2000,-0.5049213047156513,0.000322265625,8,1,1,1,GISS-E2-1-G:p1:1950:2000:historical,0.0,10
271,GISS-E2-1-G,r9i1p1f1_gn,historical,1950,2000,-0.4721483514336455,0.00040323894470930096,9,1,1,1,GISS-E2-1-G:p1:1950:2000:historical,0.0,10
272,GISS-E2-1-G,r10i1p1f1_gn,historical,1992,2014,-0.04813313930276309,0.00117261487651955,10,1,1,1,GISS-E2-1-G:p1:1992:2014:historical,0.0,10
273,GISS-E2-1-G,r1i1p1f1_gn,historical,1992,2014,-0.037665549007328984,0.0012586189603263679,1,1,1,1,GISS-E2-1-G:p1:1992:2014:historical,0.0,10
274,GISS-E2-1-G,r2i1p1f1_gn,historical,1992,2014,-0.04963266188377702,0.0012761896306818182,2,1,1,1,GISS-E2-1-G:p1:1992:2014:historical,0.0,10
275,GISS-E2-1-G,r3i1p1f1_gn,historical,1992,2014,-0.044909118706186746,0.0012919107790697706,3,1,1,1,GISS-E2-1-G:p1:1992:2014:historical,0.0,10
276,GISS-E2-1-G,r4i1p1f1_gn,historical,1992,2014,-0.058409225883337974,0.0012965346263213592,4,1,1,1,GISS-E2-1-G:p1:1992:2014:historical,0.0,10
277,GISS-E2-1-G,r5i1p1f1_gn,historical,1992,2014,-0.0769920383551721,0.0012456720525568182,5,1,1,1,GISS-E2-1-G:p1:1992:2014:historical,0.0,10
278,GISS-E2-1-G,r6i1p1f1_gn,historical,1992,2014,-0.06392279175082649,0.0012734153053977273,6,1,1,1,GISS-E2-1-G:p1:1992:2014:historical,0.0,10
279,GISS-E2-1-G,r7i1p1f1_gn,historical,1992,2014,-0.045946231517916665,0.0014500472355972636,7,1,1,1,GISS-E2-1-G:p1:1992:2014:historical,0.0,10
280,GISS-E2-1-G,r8i1p1f1_gn,historical,1992,2014,-0.06505006722244389,0.0011522697962143204,8,1,1,1,GISS-E2-1-G:p1:1992:2014:historical,0.0,10
281,GISS-E2-1-G,r9i1p1f1_gn,historical,1992,2014,-0.05113595339025778,0.001291910863735459,9,1,1,1,GISS-E2-1-G:p1:1992:2014:historical,0.0,10
282,GISS-E2-1-G-CC,r1i1p1f1_gn,historical,1850,1900,-0.8006205076857213,0.0001294315233826637,1,1,1,1,GISS-E2-1-G-CC:p1:1850:1900:historical,0.0,1
283,GISS-E2-1-G-CC,r1i1p1f1_gn,historical,1900,1950,-0.8235448586343068,0.000168050155043602,1,1,1,1,GISS-E2-1-G-CC:p1:1900:1950:historical,0.0,1
284,GISS-E2-1-G-CC,r1i1p1f1_gn,historical,1950,2000,-0.5428469767982165,0.000338948555290699,1,1,1,1,GISS-E2-1-G-CC:p1:1950:2000:historical,0.0,1
285,GISS-E2-1-G-CC,r1i1p1f1_gn,historical,1992,2014,-0.06223181922655385,0.0016525729813359,1,1,1,1,GISS-E2-1-G-CC:p1:1992:2014:historical,0.0,1
286,HadGEM3-GC31-LL,r1i1p1f3_gn,historical,1850,1900,-0.7459089893893065,7.531367242336273e-05,1,1,1,3,HadGEM3-GC31-LL:p1:1850:1900:historical,4.29346629645533,5
287,HadGEM3-GC31-LL,r2i1p1f3_gn,historical,1850,1900,-0.8888284232023125,0.0001043146476149559,2,1,1,3,HadGEM3-GC31-LL:p1:1850:1900:historical,5.907192012570759,5
288,HadGEM3-GC31-LL,r3i1p1f3_gn,historical,1850,1900,-0.5743139414759639,3.3033005893230437e-05,3,1,1,3,HadGEM3-GC31-LL:p1:1850:1900:historical,3.4378674310906754,5
289,HadGEM3-GC31-LL,r4i1p1f3_gn,historical,1850,1900,-0.4992048677462435,0.000136311836540699,4,1,1,3,HadGEM3-GC31-LL:p1:1850:1900:historical,3.122873037766305,5
290,HadGEM3-GC31-LL,r5i1p1f3_gn,historical,1850,1900,-0.4511655231110012,0.00042624726891517635,5,1,1,3,HadGEM3-GC31-LL:p1:1850:1900:historical,0.0,5
291,HadGEM3-GC31-LL,r1i1p1f3_gn,historical,1900,1950,-0.7680726473384425,0.000388183631002903,1,1,1,3,HadGEM3-GC31-LL:p1:1900:1950:historical,4.29346629645533,5
292,HadGEM3-GC31-LL,r2i1p1f3_gn,historical,1900,1950,-0.8924040299204421,0.0001847330667078495,2,1,1,3,HadGEM3-GC31-LL:p1:1900:1950:historical,5.907192012570759,5
293,HadGEM3-GC31-LL,r3i1p1f3_gn,historical,1900,1950,-0.5524815098251565,0.000252278633415699,3,1,1,3,HadGEM3-GC31-LL:p1:1900:1950:historical,3.4378674310906754,5
294,HadGEM3-GC31-LL,r4i1p1f3_gn,historical,1900,1950,-0.5129693796531569,0.000165201835334301,4,1,1,3,HadGEM3-GC31-LL:p1:1900:1950:historical,3.122873037766305,5
295,HadGEM3-GC31-LL,r5i1p1f3_gn,historical,1900,1950,-0.489745328124684,0.00049072265625,5,1,1,3,HadGEM3-GC31-LL:p1:1900:1950:historical,0.0,5
296,HadGEM3-GC31-LL,r1i1p1f3_gn,historical,1950,2000,-0.6924736206780722,0.0002860514260828495,1,1,1,3,HadGEM3-GC31-LL:p1:1950:2000:historical,4.29346629645533,5
297,HadGEM3-GC31-LL,r2i1p1f3_gn,historical,1950,2000,-0.7095743765460156,0.000234375,2,1,1,3,HadGEM3-GC31-LL:p1:1950:2000:historical,5.907192012570759,5
298,HadGEM3-GC31-LL,r3i1p1f3_gn,historical,1950,2000,-0.5256760386916426,0.00031005859375,3,1,1,3,HadGEM3-GC31-LL:p1:1950:2000:historical,3.4378674310906754,5
299,HadGEM3-GC31-LL,r4i1p1f3_gn,historical,1950,2000,-0.4615145321241698,0.000311279296875,4,1,1,3,HadGEM3-GC31-LL:p1:1950:2000:historical,3.122873037766305,5
300,HadGEM3-GC31-LL,r5i1p1f3_gn,historical,1950,2000,-0.5915859885163286,0.0005900065228343009,5,1,1,3,HadGEM3-GC31-LL:p1:1950:2000:historical,0.0,5
301,HadGEM3-GC31-LL,r1i1p1f3_gn,historical,1992,2014,-0.08743070497422423,0.0015647194602272727,1,1,1,3,HadGEM3-GC31-LL:p1:1992:2014:historical,4.29346629645533,5
302,HadGEM3-GC31-LL,r2i1p1f3_gn,historical,1992,2014,-0.07319929793243317,0.001434326171875,2,1,1,3,HadGEM3-GC31-LL:p1:1992:2014:historical,5.907192012570759,5
303,HadGEM3-GC31-LL,r3i1p1f3_gn,historical,1992,2014,-0.07698421777530484,0.0014833393083377318,3,1,1,3,HadGEM3-GC31-LL:p1:1992:2014:historical,3.4378674310906754,5
304,HadGEM3-GC31-LL,r4i1p1f3_gn,historical,1992,2014,-0.0824831666232626,0.0016007856889204545,4,1,1,3,HadGEM3-GC31-LL:p1:1992:2014:historical,3.122873037766305,5
305,HadGEM3-GC31-LL,r5i1p1f3_gn,historical,1992,2014,-0.0958012587057624,0.0017505992542613635,5,1,1,3,HadGEM3-GC31-LL:p1:1992:2014:historical,0.0,5
306,HadGEM3-GC31-MM,r1i1p1f3_gn,historical,1850,1900,-0.6563777779392694,0.0005488725006580354,1,1,1,3,HadGEM3-GC31-MM:p1:1850:1900:historical,4.493877960377972,4
307,HadGEM3-GC31-MM,r2i1p1f3_gn,historical,1850,1900,-0.6910416661169734,0.0005327074974775314,2,1,1,3,HadGEM3-GC31-MM:p1:1850:1900:historical,5.379894925649332,4
308,HadGEM3-GC31-MM,r3i1p1f3_gn,historical,1850,1900,-0.6724695836945216,0.00040053866803646087,3,1,1,3,HadGEM3-GC31-MM:p1:1850:1900:historical,5.499416405692647,4
309,HadGEM3-GC31-MM,r4i1p1f3_gn,historical,1850,1900,-0.7047352228829027,-0.0007656397670507429,4,1,1,3,HadGEM3-GC31-MM:p1:1850:1900:historical,6.708037586850956,4
310,HadGEM3-GC31-MM,r1i1p1f3_gn,historical,1900,1950,-0.6283823034088414,0.000489501953125,1,1,1,3,HadGEM3-GC31-MM:p1:1900:1950:historical,4.493877960377972,4
311,HadGEM3-GC31-MM,r2i1p1f3_gn,historical,1900,1950,-0.6184052646202076,0.0005773925408720969,2,1,1,3,HadGEM3-GC31-MM:p1:1900:1950:historical,5.379894925649332,4
312,HadGEM3-GC31-MM,r3i1p1f3_gn,historical,1900,1950,-0.4611268208190609,0.000574137344956398,3,1,1,3,HadGEM3-GC31-MM:p1:1900:1950:historical,5.499416405692647,4
313,HadGEM3-GC31-MM,r4i1p1f3_gn,historical,1900,1950,-0.6521918454707816,-0.0006083170324563981,4,1,1,3,HadGEM3-GC31-MM:p1:1900:1950:historical,6.708037586850956,4
314,HadGEM3-GC31-MM,r1i1p1f3_gn,historical,1950,2000,-0.5093512897585128,0.000525716133415699,1,1,1,3,HadGEM3-GC31-MM:p1:1950:2000:historical,4.493877960377972,4
