,model,run,scenario,startyr,endyr,Tavg,dSdt
187,CESM2,r4i1p1f1_gr,historical,1992,2014,-0.054120916590989054,0.0012549197470599954
188,CESM2,r6i1p1f1_gr,historical,1850,1900,-0.9478895424765028,0.0002367054671049118
189,CESM2,r6i1p1f1_gr,historical,1900,1950,-0.8150037800622272,0.0001904296875
190,CESM2,r6i1p1f1_gr,historical,1950,2000,-0.6448205595768854,0.0002400716207921505
191,CESM2,r6i1p1f1_gr,historical,1992,2014,-0.06309194252230554,0.0015018348666754637
192,CESM2,r8i1p1f1_gr,historical,1850,1900,-0.8671332456613072,0.000612386018037796
193,CESM2,r8i1p1f1_gr,historical,1900,1950,-0.7184977053764214,0.000873209685087204
194,CESM2,r8i1p1f1_gr,historical,1950,2000,-0.5853089760890953,0.001352132111787796
195,CESM2,r8i1p1f1_gr,historical,1992,2014,-0.063593351294287,0.0024330832741477275
196,CIESM,r1i1p1f1_gn,historical,1850,1900,-1.209504024469254,0.0004305383563041687
197,CIESM,r1i1p1f1_gn,historical,1900,1950,-0.9317298020798148,0.000714518204331398
198,CIESM,r1i1p1f1_gn,historical,1950,2000,-0.5067673330003686,0.000763346329331398
199,CIESM,r1i1p1f1_gn,historical,1992,2014,-0.06408262355142824,0.001854174177755009
200,CMCC-CM2-SR5,r1i1p1f1_gn,historical,1850,1900,-1.1084295897591687,0.00038907140493392943
201,CMCC-CM2-SR5,r1i1p1f1_gn,historical,1900,1950,-0.9934243699227068,0.0006591796875
202,CMCC-CM2-SR5,r1i1p1f1_gn,historical,1950,2000,-0.6241865746335975,0.000814208984375
203,CMCC-CM2-SR5,r1i1p1f1_gn,historical,1992,2014,-0.08586229979613336,0.0017579973421313546
204,CNRM-ESM2-1,r5i1p1f2_gn,historical,1850,1900,-0.5359357678573815,2.167673781514168e-05
205,CNRM-ESM2-1,r5i1p1f2_gn,historical,1900,1950,-0.550837685287604,-3.9469404146075246e-05
206,CNRM-ESM2-1,r5i1p1f2_gn,historical,1950,2000,-0.5372831124564073,-0.00013142904266715048
207,CNRM-ESM2-1,r5i1p1f2_gn,historical,1992,2014,-0.042780455790136784,0.0009811863472515886
208,E3SM-1-1,r1i1p1f1_gr,historical,1850,1900,-0.4792215045561079,6.255178246647119e-05
