,model,p,scenario,startyr,endyr,Tavg,dSdt,model_key,probability_weight
186,GISS-E2-1-G-CC,1,historical,1992,2014,-0.06223181922655385,0.0016525729813359,GISS-E2-1-G-CC:p1:1992:2014:historical,0.0
187,HadGEM3-GC31-LL,1,SSP126,2016,2050,1.1211467642630737,0.0025957892922794123,HadGEM3-GC31-LL:p1:2016:2050:SSP126,61.65596942961727
188,HadGEM3-GC31-LL,1,SSP126,2051,2100,1.8685475872828192,0.0025003654312114325,HadGEM3-GC31-LL:p1:2051:2100:SSP126,9.659384601060573
189,HadGEM3-GC31-LL,1,SSP245,2016,2050,0.5246588644299663,0.0004092945772058824,HadGEM3-GC31-LL:p1:2016:2050:SSP245,775.4097642234577
190,HadGEM3-GC31-LL,1,SSP585,2016,2050,1.4043543788965422,0.0030393413103678647,HadGEM3-GC31-LL:p1:2016:2050:SSP585,43.846909542715814
191,HadGEM3-GC31-LL,1,SSP585,2051,2100,4.26656513127179,0.005670560409828108,HadGEM3-GC31-LL:p1:2051:2100:SSP585,16.25282176088661
192,HadGEM3-GC31-LL,1,historical,1850,1900,-0.6318843489849655,0.0001550440862774849,HadGEM3-GC31-LL:p1:1850:1900:historical,16.25282176088661
193,HadGEM3-GC31-LL,1,historical,1900,1950,-0.6431345789723764,0.00029622396454215044,HadGEM3-GC31-LL:p1:1900:1950:historical,16.25282176088661
194,HadGEM3-GC31-LL,1,historical,1950,2000,-0.5961649113112457,0.00034635416790843016,HadGEM3-GC31-LL:p1:1950:2000:historical,16.25282176088661
195,HadGEM3-GC31-LL,1,historical,1992,2014,-0.08317972920219745,0.0015667539767243645,HadGEM3-GC31-LL:p1:1992:2014:historical,16.25282176088661
196,HadGEM3-GC31-MM,1,SSP126,2016,2050,1.0293956683322565,0.00026568244485294115,HadGEM3-GC31-MM:p1:2016:2050:SSP126,134.96102252894866
197,HadGEM3-GC31-MM,1,SSP126,2051,2100,1.9696734328119303,-0.00036787177074928674,HadGEM3-GC31-MM:p1:2051:2100:SSP126,4.247927971841704
198,HadGEM3-GC31-MM,1,SSP585,2016,2050,1.2446607632468272,0.002601174774634488,HadGEM3-GC31-MM:p1:2016:2050:SSP585,147.41101739191305
199,HadGEM3-GC31-MM,1,SSP585,2051,2100,4.182192728350587,0.004834648601862849,HadGEM3-GC31-MM:p1:2051:2100:SSP585,21.930680784644455
200,HadGEM3-GC31-MM,1,historical,1850,1900,-0.6811560626584168,0.0001791197247803211,HadGEM3-GC31-MM:p1:1850:1900:historical,21.930680784644455
201,HadGEM3-GC31-MM,1,historical,1900,1950,-0.5900265585797229,0.00025817870162427427,HadGEM3-GC31-MM:p1:1900:1950:historical,21.930680784644455
202,HadGEM3-GC31-MM,1,historical,1950,2000,-0.5350548488485174,0.0002344767283648253,HadGEM3-GC31-MM:p1:1950:2000:historical,21.930680784644455
203,HadGEM3-GC31-MM,1,historical,1992,2014,-0.06820140433281098,0.0012042883132711393,HadGEM3-GC31-MM:p1:1992:2014:historical,21.930680784644455
204,INM-CM4-8,1,SSP126,2016,2050,0.4655339702136985,0.0004368202541680897,INM-CM4-8:p1:2016:2050:SSP126,779.0516786948195
205,INM-CM4-8,1,SSP126,2051,2100,0.671358882154891,-0.0001498890698564296,INM-CM4-8:p1:2051:2100:SSP126,645.1554946363018
206,INM-CM4-8,1,SSP245,2016,2050,0.5813349359816584,0.0005517099600504426,INM-CM4-8:p1:2016:2050:SSP245,852.8603967075672
207,INM-CM4-8,1,SSP245,2051,2100,1.2632771756069587,0.0007386499521683672,INM-CM4-8:p1:2051:2100:SSP245,543.7306816776598
208,INM-CM4-8,1,SSP585,2016,2050,0.7422410517559115,0.0009717753923991149,INM-CM4-8:p1:2016:2050:SSP585,815.4062626252027
209,INM-CM4-8,1,SSP585,2051,2100,2.347314981675765,0.0018821249202806126,INM-CM4-8:p1:2051:2100:SSP585,357.6275125715913
210,INM-CM4-8,1,historical,1850,1900,-0.8513765566731877,-0.0007049006223678589,INM-CM4-8:p1:1850:1900:historical,357.6275125715913
211,INM-CM4-8,1,historical,1900,1950,-0.6667758534034647,-0.000574951171875,INM-CM4-8:p1:1900:1950:historical,357.6275125715913
212,INM-CM4-8,1,historical,1950,2000,-0.43757098818610973,-0.0004886881634593009,INM-CM4-8:p1:1950:2000:historical,357.6275125715913
213,INM-CM4-8,1,historical,1992,2014,-0.06810939519056093,9.802616709335284e-05,INM-CM4-8:p1:1992:2014:historical,357.6275125715913
214,INM-CM5-0,1,SSP126,2016,2050,0.6063109994018419,0.002180511022315306,INM-CM5-0:p1:2016:2050:SSP126,874.6015447386915
215,INM-CM5-0,1,SSP126,2051,2100,0.726943907834027,0.003352781643672865,INM-CM5-0:p1:2051:2100:SSP126,682.9855753600548
216,INM-CM5-0,1,SSP245,2016,2050,0.6037526103974642,0.0020219392197973586,INM-CM5-0:p1:2016:2050:SSP245,869.9016016904067
217,INM-CM5-0,1,SSP245,2051,2100,1.2496407245117211,0.0023562891446814245,INM-CM5-0:p1:2051:2100:SSP245,537.7676414056741
218,INM-CM5-0,1,SSP585,2016,2050,0.7800737695783369,0.0022624895414885353,INM-CM5-0:p1:2016:2050:SSP585,823.4471254810419
219,INM-CM5-0,1,SSP585,2051,2100,2.2778668693829904,0.00436588209502551,INM-CM5-0:p1:2051:2100:SSP585,346.0128922397359
220,INM-CM5-0,1,historical,1850,1900,-0.7913651168544789,8.13804566860199e-06,INM-CM5-0:p1:1850:1900:historical,346.0128922397359
221,INM-CM5-0,1,historical,1900,1950,-0.5454846115839587,0.000359700471162796,INM-CM5-0:p1:1900:1950:historical,346.0128922397359
222,INM-CM5-0,1,historical,1950,2000,-0.41955617064013495,0.000690511092543602,INM-CM5-0:p1:1950:2000:historical,346.0128922397359
223,INM-CM5-0,1,historical,1992,2014,-0.06694860952330828,0.0013788396661931818,INM-CM5-0:p1:1992:2014:historical,346.0128922397359
224,IPSL-CM5A2-INCA,1,SSP126,2016,2050,0.8259282793317198,0.0018184886259191176,IPSL-CM5A2-INCA:p1:2016:2050:SSP126,486.8310110303937
225,IPSL-CM5A2-INCA,1,SSP126,2051,2100,2.6213086446126677,0.0012020188174685653,IPSL-CM5A2-INCA:p1:2051:2100:SSP126,0.00019212275032090385
226,IPSL-CM5A2-INCA,1,historical,1850,1900,-1.3026430666056967,-1.1911094188690186e-05,IPSL-CM5A2-INCA:p1:1850:1900:historical,0.0
227,IPSL-CM5A2-INCA,1,historical,1900,1950,-1.1172064438364373,0.00021728515625,IPSL-CM5A2-INCA:p1:1900:1950:historical,0.0
228,IPSL-CM5A2-INCA,1,historical,1950,2000,-0.6416595010196033,0.000344645157456398,IPSL-CM5A2-INCA:p1:1950:2000:historical,0.0
229,IPSL-CM5A2-INCA,1,historical,1992,2014,-0.06510855633280244,0.0009515935724431821,IPSL-CM5A2-INCA:p1:1992:2014:historical,0.0
230,IPSL-CM6A-LR,1,SSP126,2016,2050,0.7787565927656791,0.0017924679844987161,IPSL-CM6A-LR:p1:2016:2050:SSP126,594.760009385955
231,IPSL-CM6A-LR,1,SSP126,2051,2100,1.251017913818373,0.0013323424726116413,IPSL-CM6A-LR:p1:2051:2100:SSP126,207.46157090971795
232,IPSL-CM6A-LR,1,SSP245,2016,2050,0.8807757423037211,0.0019514788599575266,IPSL-CM6A-LR:p1:2016:2050:SSP245,498.6186510108878
233,IPSL-CM6A-LR,1,SSP245,2051,2100,2.1438501654730544,0.002375720816404641,IPSL-CM6A-LR:p1:2051:2100:SSP245,90.19512878482722
234,IPSL-CM6A-LR,1,SSP585,2016,2050,0.9693976023840492,0.0022850932151663537,IPSL-CM6A-LR:p1:2016:2050:SSP585,600.2550316155738
235,IPSL-CM6A-LR,1,SSP585,2051,2100,3.671343722873246,0.0043454273622863145,IPSL-CM6A-LR:p1:2051:2100:SSP585,61.83739363655885
236,IPSL-CM6A-LR,1,historical,1850,1900,-1.0814230728426537,-4.1191536519262515e-05,IPSL-CM6A-LR:p1:1850:1900:historical,61.83739363655885
237,IPSL-CM6A-LR,1,historical,1900,1950,-0.8730353530629031,0.00017695674051841103,IPSL-CM6A-LR:p1:1900:1950:historical,61.83739363655885
238,IPSL-CM6A-LR,1,historical,1950,2000,-0.5289274142285509,0.00035120081570413377,IPSL-CM6A-LR:p1:1950:2000:historical,61.83739363655885
239,IPSL-CM6A-LR,1,historical,1992,2014,-0.05810799775299655,0.0011784717196015395,IPSL-CM6A-LR:p1:1992:2014:historical,61.83739363655885
240,IPSL-CM6A-LR-INCA,1,historical,1850,1900,-1.0730884402405536,-0.00046952679753303533,IPSL-CM6A-LR-INCA:p1:1850:1900:historical,0.0
241,IPSL-CM6A-LR-INCA,1,historical,1900,1950,-1.0923224430458165,0.000365804061293602,IPSL-CM6A-LR-INCA:p1:1900:1950:historical,0.0
242,IPSL-CM6A-LR-INCA,1,historical,1950,2000,-0.5980520684734074,0.0008837890625,IPSL-CM6A-LR-INCA:p1:1950:2000:historical,0.0
243,IPSL-CM6A-LR-INCA,1,historical,1992,2014,-0.058043079099775234,0.001833829012784091,IPSL-CM6A-LR-INCA:p1:1992:2014:historical,0.0
244,MCM-UA-1-0,1,historical,1850,1900,-1.1051931465477196,0.00015667557716369628,MCM-UA-1-0:p1:1850:1900:historical,0.0
245,MCM-UA-1-0,1,historical,1900,1950,-0.9003278326195527,0.00028689231723546984,MCM-UA-1-0:p1:1900:1950:historical,0.0
246,MCM-UA-1-0,1,historical,1950,2000,-0.5232340262217008,0.0004482724890112877,MCM-UA-1-0:p1:1950:2000:historical,0.0
247,MCM-UA-1-0,1,historical,1992,2014,-0.06619772817009563,0.0009382417933507401,MCM-UA-1-0:p1:1992:2014:historical,0.0
248,MIROC6,1,SSP126,2016,2050,0.5533322063387421,0.0017995861377201829,MIROC6:p1:2016:2050:SSP126,877.5234998213659
249,MIROC6,1,SSP126,2051,2100,0.8457049046690107,0.0014791082666844738,MIROC6:p1:2051:2100:SSP126,670.2634934679969
250,MIROC6,1,SSP245,2016,2050,0.5802405062116615,0.0019468486162961696,MIROC6:p1:2016:2050:SSP245,851.8172268440707
251,MIROC6,1,SSP245,2051,2100,1.3559386365224482,0.0023854028712324547,MIROC6:p1:2051:2100:SSP245,559.8197729717349
252,MIROC6,1,SSP585,2016,2050,0.6738777105920235,0.0022165524024589387,MIROC6:p1:2016:2050:SSP585,750.6997560624153
253,MIROC6,1,SSP585,2051,2100,2.418833687715941,0.004122341875316334,MIROC6:p1:2051:2100:SSP585,360.71485916580514
254,MIROC6,1,historical,1850,1900,-0.5902903823159704,-1.176314428448677e-05,MIROC6:p1:1850:1900:historical,360.71485916580514
255,MIROC6,1,historical,1900,1950,-0.5017175406123329,0.00012125650420784951,MIROC6:p1:1900:1950:historical,360.71485916580514
256,MIROC6,1,historical,1950,2000,-0.3708798446430137,0.00015665691345930098,MIROC6:p1:1950:2000:historical,360.71485916580514
257,MIROC6,1,historical,1992,2014,-0.03575023203296723,0.0010995575311509046,MIROC6:p1:1992:2014:historical,360.71485916580514
258,MPI-ESM-1-2-HAM,1,historical,1850,1900,-0.4541252074652675,-4.849523305892944e-05,MPI-ESM-1-2-HAM:p1:1850:1900:historical,0.0
259,MPI-ESM-1-2-HAM,1,historical,1900,1950,-0.4107237944448343,0.000280354805290699,MPI-ESM-1-2-HAM:p1:1900:1950:historical,0.0
260,MPI-ESM-1-2-HAM,1,historical,1950,2000,-0.41188175353454426,0.000486246757209301,MPI-ESM-1-2-HAM:p1:1950:2000:historical,0.0
261,MPI-ESM-1-2-HAM,1,historical,1992,2014,-0.04053023604308237,0.0012586189603263679,MPI-ESM-1-2-HAM:p1:1992:2014:historical,0.0
262,MPI-ESM1-2-HR,1,SSP126,2016,2050,0.4877387425366066,0.001609054284498972,MPI-ESM1-2-HR:p1:2016:2050:SSP126,814.8832674050165
263,MPI-ESM1-2-HR,1,SSP126,2051,2100,0.6843871888242461,0.0011970364697733702,MPI-ESM1-2-HR:p1:2051:2100:SSP126,656.4097811937602
264,MPI-ESM1-2-HR,1,SSP245,2016,2050,0.607796501402504,0.0019321814179420473,MPI-ESM1-2-HR:p1:2016:2050:SSP245,872.0780482433314
265,MPI-ESM1-2-HR,1,SSP245,2051,2100,1.3770024027060686,0.002231312345485298,MPI-ESM1-2-HR:p1:2051:2100:SSP245,557.3040100804137
266,MPI-ESM1-2-HR,1,SSP585,2016,2050,0.7005728964523428,0.00208716291715117,MPI-ESM1-2-HR:p1:2016:2050:SSP585,783.1705828934627
267,MPI-ESM1-2-HR,1,SSP585,2051,2100,2.3403294780634383,0.003993027672475698,MPI-ESM1-2-HR:p1:2051:2100:SSP585,356.84667051283367
268,MPI-ESM1-2-HR,1,historical,1850,1900,-0.8275648415875594,-9.980171918869018e-05,MPI-ESM1-2-HR:p1:1850:1900:historical,356.84667051283367
269,MPI-ESM1-2-HR,1,historical,1900,1950,-0.6401962313661897,0.000284423865377903,MPI-ESM1-2-HR:p1:1900:1950:historical,356.84667051283367
270,MPI-ESM1-2-HR,1,historical,1950,2000,-0.4177565127520211,0.0005598958209156992,MPI-ESM1-2-HR:p1:1950:2000:historical,356.84667051283367
271,MPI-ESM1-2-HR,1,historical,1992,2014,-0.05580499297843744,0.001333525658331134,MPI-ESM1-2-HR:p1:1992:2014:historical,356.84667051283367
272,MPI-ESM1-2-LR,1,SSP126,2016,2050,0.4435518377878225,0.0019307252677047953,MPI-ESM1-2-LR:p1:2016:2050:SSP126,737.707177953332
273,MPI-ESM1-2-LR,1,SSP126,2051,2100,0.6526174510554862,0.0015059920648733776,MPI-ESM1-2-LR:p1:2051:2100:SSP126,626.596373817165
274,MPI-ESM1-2-LR,1,SSP245,2016,2050,0.5402042535312338,0.0021207990015254304,MPI-ESM1-2-LR:p1:2016:2050:SSP245,801.1011744883763
275,MPI-ESM1-2-LR,1,SSP245,2051,2100,1.3124393801347765,0.002576705752586832,MPI-ESM1-2-LR:p1:2051:2100:SSP245,557.7284094564508
276,MPI-ESM1-2-LR,1,SSP585,2016,2050,0.6053191235833424,0.002403707334808275,MPI-ESM1-2-LR:p1:2016:2050:SSP585,634.1347141437718
277,MPI-ESM1-2-LR,1,SSP585,2051,2100,2.3539196673816227,0.004452196310977547,MPI-ESM1-2-LR:p1:2051:2100:SSP585,358.2856683877181
278,MPI-ESM1-2-LR,1,historical,1850,1900,-0.8862953480851274,0.00023717559874057768,MPI-ESM1-2-LR:p1:1850:1900:historical,358.2856683877181
279,MPI-ESM1-2-LR,1,historical,1900,1950,-0.7395266397430191,0.0003698872774839401,MPI-ESM1-2-LR:p1:1900:1950:historical,358.2856683877181
280,MPI-ESM1-2-LR,1,historical,1950,2000,-0.4801410966487083,0.000351276658475399,MPI-ESM1-2-LR:p1:1950:2000:historical,358.2856683877181
281,MPI-ESM1-2-LR,1,historical,1992,2014,-0.04471769308401008,0.0014779845421964474,MPI-ESM1-2-LR:p1:1992:2014:historical,358.2856683877181
282,MRI-ESM2-0,1,SSP126,2016,2050,0.8199152760720949,0.001594094669117647,MRI-ESM2-0:p1:2016:2050:SSP126,500.4933841211343
283,MRI-ESM2-0,1,SSP126,2051,2100,1.1166319333599404,0.0009379483455297901,MRI-ESM2-0:p1:2051:2100:SSP126,351.642269734566
284,MRI-ESM2-0,1,SSP245,2016,2050,0.478109864078931,0.001863367417279412,MRI-ESM2-0:p1:2016:2050:SSP245,682.820222441418
285,MRI-ESM2-0,1,SSP585,2016,2050,1.1065856576892656,0.002266678301727071,MRI-ESM2-0:p1:2016:2050:SSP585,337.5466058853879
286,MRI-ESM2-0,1,SSP585,2051,2100,2.9054030154318866,0.003832343281531821,MRI-ESM2-0:p1:2051:2100:SSP585,241.8681155421358
287,MRI-ESM2-0,1,historical,1850,1900,-0.7077356322052992,-6.824839860200882e-05,MRI-ESM2-0:p1:1850:1900:historical,241.8681155421358
288,MRI-ESM2-0,1,historical,1900,1950,-0.583408741758717,0.000208740234375,MRI-ESM2-0:p1:1900:1950:historical,241.8681155421358
289,MRI-ESM2-0,1,historical,1950,2000,-0.4558369280780994,5.5338540114462376e-05,MRI-ESM2-0:p1:1950:2000:historical,241.8681155421358
290,MRI-ESM2-0,1,historical,1992,2014,-0.057598877004181766,0.0011152787642045457,MRI-ESM2-0:p1:1992:2014:historical,241.8681155421358
291,NESM3,1,SSP126,2016,2050,0.9210476527038622,0.0017327096532372868,NESM3:p1:2016:2050:SSP126,289.9191185960701
292,NESM3,1,SSP126,2051,2100,1.222691958882706,0.0015501452952015155,NESM3:p1:2051:2100:SSP126,233.2813181904316
293,NESM3,1,SSP245,2016,2050,0.9283936687367031,0.0017702083158142425,NESM3:p1:2016:2050:SSP245,393.55276062218167
294,NESM3,1,SSP245,2051,2100,1.9060298720482365,0.0022956069026674538,NESM3:p1:2051:2100:SSP245,182.32097109183601
295,NESM3,1,SSP585,2016,2050,1.2097694071913452,0.0020019780187045828,NESM3:p1:2016:2050:SSP585,185.63867590647612
296,NESM3,1,SSP585,2051,2100,3.399749941502762,0.004097659064798939,NESM3:p1:2051:2100:SSP585,91.76593906833287
297,NESM3,1,historical,1850,1900,-0.8242466267370219,4.7132265754044065e-05,NESM3:p1:1850:1900:historical,91.76593906833287
298,NESM3,1,historical,1900,1950,-0.6911750522650095,-2.2334344685077667e-05,NESM3:p1:1900:1950:historical,91.76593906833287
299,NESM3,1,historical,1950,2000,-0.5086172761622834,-7.607361301779747e-05,NESM3:p1:1950:2000:historical,91.76593906833287
300,NESM3,1,historical,1992,2014,-0.08570777634099612,0.0009015232155268842,NESM3:p1:1992:2014:historical,91.76593906833287
301,NorESM2-LM,1,SSP126,2016,2050,0.4670428801305775,0.001721527865704368,NorESM2-LM:p1:2016:2050:SSP126,781.6870144479615
302,NorESM2-LM,1,SSP126,2051,2100,0.6985250927569949,0.0014836438456360176,NorESM2-LM:p1:2051:2100:SSP126,667.0090429552192
303,NorESM2-LM,1,SSP245,2016,2050,0.5873439653240288,0.0017776403430045816,NorESM2-LM:p1:2016:2050:SSP245,858.2427696764014
304,NorESM2-LM,1,SSP245,2051,2100,1.3226935749589568,0.002271369200985448,NorESM2-LM:p1:2051:2100:SSP245,559.1066709796671
305,NorESM2-LM,1,SSP585,2016,2050,0.6638960521598847,0.001911973471150679,NorESM2-LM:p1:2016:2050:SSP585,736.4419403180116
306,NorESM2-LM,1,SSP585,2051,2100,2.3402745335117743,0.004041950313412413,NorESM2-LM:p1:2051:2100:SSP585,356.84018296866685
307,NorESM2-LM,1,historical,1850,1900,-0.5841489508799782,3.72562650591135e-05,NorESM2-LM:p1:1850:1900:historical,356.84018296866685
308,NorESM2-LM,1,historical,1900,1950,-0.5190779709562321,9.029836393892764e-05,NorESM2-LM:p1:1900:1950:historical,356.84018296866685
309,NorESM2-LM,1,historical,1950,2000,-0.4820209212769555,-0.00019392456859350208,NorESM2-LM:p1:1950:2000:historical,356.84018296866685
310,NorESM2-LM,1,historical,1992,2014,-0.07437924569137523,0.0010215912691571496,NorESM2-LM:p1:1992:2014:historical,356.84018296866685
311,NorESM2-MM,1,SSP126,2016,2050,0.6513889376872157,0.002827962312628241,NorESM2-MM:p1:2016:2050:SSP126,834.9857294322802
312,NorESM2-MM,1,SSP126,2051,2100,0.8863051469568292,0.0023168448586853184,NorESM2-MM:p1:2051:2100:SSP126,639.2157173909718
313,NorESM2-MM,1,SSP245,2016,2050,0.6712761306682182,0.0025461235028855947,NorESM2-MM:p1:2016:2050:SSP245,869.273836886345
314,NorESM2-MM,1,SSP245,2051,2100,1.4439797143311919,0.0033411560009936896,NorESM2-MM:p1:2051:2100:SSP245,534.7019500920026
315,NorESM2-MM,1,SSP585,2016,2050,0.8045185568688566,0.002985935439081753,NorESM2-MM:p1:2016:2050:SSP585,817.6912142893997
316,NorESM2-MM,1,SSP585,2051,2100,2.519874870292085,0.0055317781409438774,NorESM2-MM:p1:2051:2100:SSP585,351.6651412572658
317,NorESM2-MM,1,historical,1850,1900,-0.4716461031428594,-0.00011493104510009286,NorESM2-MM:p1:1850:1900:historical,351.6651412572658
318,NorESM2-MM,1,historical,1900,1950,-0.4679974663966959,-4.313150886446238e-05,NorESM2-MM:p1:1900:1950:historical,351.6651412572658
319,NorESM2-MM,1,historical,1950,2000,-0.3870034382127869,7.649739272892476e-05,NorESM2-MM:p1:1950:2000:historical,351.6651412572658
320,NorESM2-MM,1,historical,1992,2014,-0.028543750145104237,0.0010588675398718226,NorESM2-MM:p1:1992:2014:historical,351.6651412572658
321,SAM0-UNICON,1,historical,1850,1900,-0.6469212985734885,-3.3935545943677425e-05,SAM0-UNICON:p1:1850:1900:historical,0.0
322,SAM0-UNICON,1,historical,1900,1950,-0.6103655920807114,-2.9296875e-05,SAM0-UNICON:p1:1900:1950:historical,0.0
323,SAM0-UNICON,1,historical,1950,2000,-0.475112820887432,0.00010050456039607525,SAM0-UNICON:p1:1950:2000:historical,0.0
324,SAM0-UNICON,1,historical,1992,2014,-0.06348390377240776,0.0013982599431818182,SAM0-UNICON:p1:1992:2014:historical,0.0
325,TaiESM1,1,SSP126,2016,2050,1.232019505428866,0.0021954704733455877,TaiESM1:p1:2016:2050:SSP126,20.31249333331994
326,TaiESM1,1,SSP126,2051,2100,2.1072620491334533,0.0018497390710577675,TaiESM1:p1:2051:2100:SSP126,1.0524675972234603
327,TaiESM1,1,SSP245,2016,2050,1.1013770638722915,0.002610150505514706,TaiESM1:p1:2016:2050:SSP245,122.31644672833116
328,TaiESM1,1,SSP245,2051,2100,2.708179433078328,0.003145594073801625,TaiESM1:p1:2051:2100:SSP245,9.891276353325098
329,UKESM1-0-LL,1,SSP126,2016,2050,1.214123845445779,0.002298346421432711,UKESM1-0-LL:p1:2016:2050:SSP126,24.60168704898843
330,UKESM1-0-LL,1,SSP126,2051,2100,1.9878858979135825,0.0018854348962685,UKESM1-0-LL:p1:2051:2100:SSP126,3.5999539796686677
331,UKESM1-0-LL,1,SSP245,2016,2050,1.3315136830572896,0.0025682636481874125,UKESM1-0-LL:p1:2016:2050:SSP245,13.661652916371171
332,UKESM1-0-LL,1,SSP245,2051,2100,2.9399365916814872,0.003131529992940475,UKESM1-0-LL:p1:2051:2100:SSP245,4.391168181172631
333,UKESM1-0-LL,1,SSP585,2016,2050,1.462812681070261,0.003018367947900997,UKESM1-0-LL:p1:2016:2050:SSP585,26.616540886335294
334,UKESM1-0-LL,1,SSP585,2051,2100,4.595425426489305,0.0056187446020087425,UKESM1-0-LL:p1:2051:2100:SSP585,6.734569322092646
335,UKESM1-0-LL,1,historical,1850,1900,-0.6462239018000927,-2.457203685908633e-05,UKESM1-0-LL:p1:1850:1900:historical,6.734569322092646
336,UKESM1-0-LL,1,historical,1900,1950,-0.6269337742230519,2.5371483506580053e-06,UKESM1-0-LL:p1:1900:1950:historical,6.734569322092646
337,UKESM1-0-LL,1,historical,1950,2000,-0.6301028927964112,3.061331726391525e-05,UKESM1-0-LL:p1:1950:2000:historical,6.734569322092646
338,UKESM1-0-LL,1,historical,1992,2014,-0.0865299854566702,0.0012601272247851215,UKESM1-0-LL:p1:1992:2014:historical,6.734569322092646
